"team","teamLabel","teamNames","teamNames2","fullNames","nickNames","wikidataId"
"http://dbpedia.org/resource/The_Flintstones:_The_Treasure_of_Sierra_Madrock","The Flintstones: The Treasure of Sierra Madrock",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4051081"
"http://dbpedia.org/resource/The_Football_League_XI","The Football League XI",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q16852137"
"http://dbpedia.org/resource/The_Saints_Rugby_School","The Saints Rugby School","; The Saints Rugby School Zug",NA,NA,NA,"http://www.wikidata.org/entity/Q7762102"
"http://dbpedia.org/resource/The_Stones_I_Throw","The Stones I Throw",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q7766644"
"http://dbpedia.org/resource/Thessaloniki_Lions_RFC","Thessaloniki Lions RFC","; Thessaloniki Lions RFC",NA,"Thessaloniki Lions Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7783473"
"http://dbpedia.org/resource/Thomas_Cook's_Rugby_Club","Thomas Cook's Rugby Club","; Thos. Cook & Son's RFC",NA,NA,NA,"http://www.wikidata.org/entity/Q17020391"
"http://dbpedia.org/resource/Thomond_RFC","Thomond RFC","; Thomond RFC",NA,"Thomond Rugby Football Club",NA,"http://www.wikidata.org/entity/Q3525745"
"http://dbpedia.org/resource/Thorney_RUFC","Thorney RUFC","; Thorney",NA,"Thorney Rugby Union Football Club",NA,"http://www.wikidata.org/entity/Q7796402"
"http://dbpedia.org/resource/Thunderbirds_/_3AM","Thunderbirds / 3AM",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q2200229"
"http://dbpedia.org/resource/Thurrock_Rugby_Football_Club","Thurrock Rugby Football Club","; Thurrock",NA,"Thurrock Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7799381"
"http://dbpedia.org/resource/Thurrock_T-Birds","Thurrock T-Birds","T-Birds; Thurrock T-Birds",NA,"Thurrock Rugby Football Club Ladies","T-Birds","http://www.wikidata.org/entity/Q17013952"
"http://dbpedia.org/resource/Tigre_Rugby_Club","Tigre Rugby Club","Tigre",NA,"Tigre Rugby Club",NA,"http://www.wikidata.org/entity/Q7801705"
"http://dbpedia.org/resource/Tirana_Rugby_Club","Tirana Rugby Club","; KR Tirana; Klubi i Regbisë Tirana; Rugby Club Tirana; Tirana RC",NA,"Rugby Club Tirana","KR Tirana; Klubi i Regbisë Tirana; Tirana RC","http://www.wikidata.org/entity/Q22964181"
"http://dbpedia.org/resource/Titans_RLFC","Titans RLFC",NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tiverton_Rugby_Club","Tiverton Rugby Club","; Tiverton; Tivvy",NA,"Tiverton Rugby Football Club","Tivvy","http://www.wikidata.org/entity/Q17020452"
"http://dbpedia.org/resource/Togo_national_rugby_union_team","Togo national rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q3590799"
"http://dbpedia.org/resource/Tokimeki_Memorial_Girl's_Side_Taisen_Puzzle-Dama","Tokimeki Memorial Girl's Side Taisen Puzzle-Dama",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q15303915"
"http://dbpedia.org/resource/Tokyo_Sungoliath","Tokyo Sungoliath","Tokyo Sungoliath東京サンゴリアス",NA,NA,NA,"http://www.wikidata.org/entity/Q3503997"
"http://dbpedia.org/resource/Tonbridge_Juddians_Rugby_Football_Club","Tonbridge Juddians Rugby Football Club","; Tonbridge Juddians",NA,"Tonbridge Juddians Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7820769"
"http://dbpedia.org/resource/Tondu_RFC","Tondu RFC","; The Waterwheelers; Tondu RFC",NA,"Tondu Rugby Football Club","The Waterwheelers","http://www.wikidata.org/entity/Q7820811"
"http://dbpedia.org/resource/Tonga_A_national_rugby_union_team","Tonga A national rugby union team","Ikale Tahi; Tonga A",NA,NA,"Ikale Tahi","http://www.wikidata.org/entity/Q19578106"
"http://dbpedia.org/resource/Tonga_national_under-20_rugby_union_team","Tonga national under-20 rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q7820993"
"http://dbpedia.org/resource/Tonmawr_RFC","Tonmawr RFC","; The Pitmen, The Green & Whites, Ton.; Tonmawr RFC",NA,"Tonmawr Rugby Football Club","The Pitmen, The Green & Whites, Ton.","http://www.wikidata.org/entity/Q7821561"
"http://dbpedia.org/resource/Tonna_RFC","Tonna RFC","; Dingle Boys / The Ton; Tonna RFC",NA,"Tonna Rugby Football Club","Dingle Boys / The Ton","http://www.wikidata.org/entity/Q7821565"
"http://dbpedia.org/resource/Top_Hunter:_Roddy_&_Cathy","Top Hunter: Roddy & Cathy",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q3532035"
"http://dbpedia.org/resource/Toronto_Arrows","Toronto Arrows","Arrows; Toronto Arrows",NA,"Toronto Arrows","Arrows","http://www.wikidata.org/entity/Q55137438"
"http://dbpedia.org/resource/Toronto_Wolfpack","Toronto Wolfpack","The Pack; Toronto Wolfpack; Wolfpack",NA,"Toronto Wolfpack Rugby League Football Club","The Pack; Wolfpack","http://www.wikidata.org/entity/Q24185260"
"http://dbpedia.org/resource/Toronto_Xtreme","Toronto Xtreme","Renegades (1999–2002); Toronto Xtreme; Xtreme (2003–2007)",NA,"Toronto Xtreme Rugby Football Club","Renegades; Xtreme","http://www.wikidata.org/entity/Q3532393"
"http://dbpedia.org/resource/Torquay_Athletic_RFC","Torquay Athletic RFC","; Tics; Torquay Athletic",NA,"Torquay Athletic Rugby Football Club","Tics","http://www.wikidata.org/entity/Q30074676"
"http://dbpedia.org/resource/Toshiba_Brave_Lupus_Tokyo","Toshiba Brave Lupus Tokyo","Brave Lupus; Toshiba Brave Lupus Tokyo; 東芝ブレイブルーパス東京",NA,"Toshiba Brave Lupus Tokyo","Brave Lupus","http://www.wikidata.org/entity/Q3532617"
"http://dbpedia.org/resource/Toyota_Industries_Shuttles_Aichi","Toyota Industries Shuttles Aichi","Shuttles; Toyota Industries Shuttles Aichi; 豊田自動織機愛知",NA,NA,"Shuttles","http://www.wikidata.org/entity/Q7830799"
"http://dbpedia.org/resource/Toyota_Verblitz","Toyota Verblitz","Toyota Verblitz; トヨタ自動車ヴェルブリッツ",NA,"Toyota Verblitz",NA,"http://www.wikidata.org/entity/Q6374828"
"http://dbpedia.org/resource/Traverse_Bay_Blues_Rugby_Football_Club","Traverse Bay Blues Rugby Football Club","; Traverse Bay Blues Rugby Football Club",NA,NA,NA,"http://www.wikidata.org/entity/Q7836149"
"http://dbpedia.org/resource/Trebanos_RFC","Trebanos RFC","; Banws, The Crows; Trebanos RFC",NA,"Trebanos Rugby Football Club","Banws, The Crows","http://www.wikidata.org/entity/Q7837343"
"http://dbpedia.org/resource/Tredegar_Ironsides_RFC","Tredegar Ironsides RFC","; Irons; Tredegar Ironsides RFC",NA,"Tredegar Ironsides Rugby Football Club","Irons","http://www.wikidata.org/entity/Q7837472"
"http://dbpedia.org/resource/Tredegar_RFC","Tredegar RFC","; Tredegar RFC",NA,"Tredegar Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7837475"
"http://dbpedia.org/resource/Treherbert_RFC","Treherbert RFC","; The Devils; Treherbert RFC",NA,"Treherbert Rugby Football Club","The Devils","http://www.wikidata.org/entity/Q17020879"
"http://dbpedia.org/resource/Treorchy_RFC","Treorchy RFC","; The Zebras; Treorchy RFC",NA,"Treorchy Rugby Football Club","The Zebras","http://www.wikidata.org/entity/Q7838651"
"http://dbpedia.org/resource/Trident_(Miami)_Rugby_Football_Club","Trident (Miami) Rugby Football Club","; Trident RFC; Tridents",NA,"Trident Rugby Football Club","Tridents","http://www.wikidata.org/entity/Q7841371"
"http://dbpedia.org/resource/Trimsaran_RFC","Trimsaran RFC","; Lone Wolves; Trimsaran United RFC",NA,"Trimsaran United Rugby Football Club","Lone Wolves","http://www.wikidata.org/entity/Q17020913"
"http://dbpedia.org/resource/Trinant_RFC","Trinant RFC","; Trinant RFC",NA,"Trinant Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7842301"
"http://dbpedia.org/resource/Tring_Rugby","Tring Rugby","; Tring RUFC; Tring Rangers",NA,"Tring Rugby Union Football Club","Tring Rangers","http://www.wikidata.org/entity/Q7842357"
"http://dbpedia.org/resource/Trinity_Academicals_RFC","Trinity Academicals RFC","; Trinity Accies RFC",NA,"Trinity Academicals RFC",NA,"http://www.wikidata.org/entity/Q7842559"
"http://dbpedia.org/resource/Trojans_Rugby_Club","Trojans Rugby Club","; T Bags; Trojans",NA,"Trojans Rugby","T Bags","http://www.wikidata.org/entity/Q7845132"
"http://dbpedia.org/resource/Trojans_Rugby_Football_Club","Trojans Rugby Football Club","Trojans",NA,NA,"Trojans","http://www.wikidata.org/entity/Q7845133"
"http://dbpedia.org/resource/Truro_RFC","Truro RFC","; Truro RFC",NA,"Truro Rugby Football Club",NA,"http://www.wikidata.org/entity/Q29379015"
"http://dbpedia.org/resource/Tucumán_Rugby_Club","Tucumán Rugby Club","; Tucumán; Verdinegro",NA,"Tucumán Rugby Club","Verdinegro","http://www.wikidata.org/entity/Q2888930"
"http://dbpedia.org/resource/Tuggeranong_Vikings","Tuggeranong Vikings","; Tuggeranong Vikings RUFC",NA,NA,NA,"http://www.wikidata.org/entity/Q7851645"
"http://dbpedia.org/resource/Tullamore_RFC","Tullamore RFC","; Tullamore",NA,"Tullamore Rugby Football Club",NA,"http://www.wikidata.org/entity/Q17086722"
"http://dbpedia.org/resource/Tullow_RFC","Tullow RFC","; Tullow",NA,"Tullow Rugby Club","Tullow","http://www.wikidata.org/entity/Q7852225"
"http://dbpedia.org/resource/Tumble_RFC","Tumble RFC","; Magpies / Y Piod; Tumble RFC",NA,"Clwb Rygbi Y Tymbl","Magpies / Y Piod","http://www.wikidata.org/entity/Q7852548"
"http://dbpedia.org/resource/Tunbridge_Wells_RFC","Tunbridge Wells RFC","; Tunbridge Wells RFC; Wells",NA,"Tunbridge Wells Rugby Football Club","Wells","http://www.wikidata.org/entity/Q7852849"
"http://dbpedia.org/resource/Turkey_national_rugby_union_team","Turkey national rugby union team","Ay Yıldızlar (The Crescent Stars)",NA,NA,"Ay Yıldızlar","http://www.wikidata.org/entity/Q1634826"
"http://dbpedia.org/resource/Turks_and_Caicos_Islands_national_rugby_union_team","Turks and Caicos Islands national rugby union team","The Flamingos",NA,NA,"The Flamingos","http://www.wikidata.org/entity/Q22098385"
"http://dbpedia.org/resource/Turriff_RFC","Turriff RFC","; Turriff RFC",NA,"Turriff Rugby Football Club",NA,"http://www.wikidata.org/entity/Q107556977"
"http://dbpedia.org/resource/Tylorstown_RFC","Tylorstown RFC","; The Tigers; Tylorstown RFC",NA,"Tylorstown Rugby Football Club","The Tigers","http://www.wikidata.org/entity/Q7860287"
"http://dbpedia.org/resource/Tynedale_RFC","Tynedale RFC","; Tynedale RFC",NA,"Tynedale Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7860518"
"http://dbpedia.org/resource/UA_Gaillac","UA Gaillac","; Gaillac",NA,"Union Athlétique Gaillacoise",NA,"http://www.wikidata.org/entity/Q1225303"
"http://dbpedia.org/resource/UBC_Old_Boys_Ravens","UBC Old Boys Ravens","; UBCOB Ravens",NA,"UBC Old Boys Ravens Rugby Football Club",NA,"http://www.wikidata.org/entity/Q17039144"
"http://dbpedia.org/resource/UE_Santboiana","UE Santboiana","; Santboiana",NA,"Unió Esportiva Santboiana",NA,"http://www.wikidata.org/entity/Q3174673"
"http://dbpedia.org/resource/UL_Bohemians_R.F.C.","UL Bohemians R.F.C.","; ULB RFC; ULBohs",NA,"UL Bohemian Rugby Football Club","ULBohs","http://www.wikidata.org/entity/Q735168"
"http://dbpedia.org/resource/UR_Almería","UR Almería","; Unión Rugby Almería Playcar",NA,NA,NA,"http://www.wikidata.org/entity/Q25348871"
"http://dbpedia.org/resource/USA_Falcons_(2005-2006)","USA Falcons (2005-2006)","Falcons; USA Falcons",NA,NA,"Falcons","http://www.wikidata.org/entity/Q3924503"
"http://dbpedia.org/resource/USA_Falcons_XV","USA Falcons XV","USA Falcons",NA,NA,"USA Falcons","http://www.wikidata.org/entity/Q18159009"
"http://dbpedia.org/resource/USA_Hawks","USA Hawks","Hawks; USA Hawks",NA,NA,"Hawks","http://www.wikidata.org/entity/Q3924355"
"http://dbpedia.org/resource/USA_Limoges","USA Limoges","; USA Limoges",NA,"Union sportive et athlétique de Limoges",NA,"http://www.wikidata.org/entity/Q1638171"
"http://dbpedia.org/resource/USA_Perpignan","USA Perpignan","; USA Perpignan",NA,"Union sportive arlequins Perpignan-Roussillon",NA,"http://www.wikidata.org/entity/Q1471265"
"http://dbpedia.org/resource/USC_Trojans_men's_rugby","USC Trojans men's rugby","; Trojans; USC Trojan Men's Rugby",NA,"USC Rugby Football Club","Trojans","http://www.wikidata.org/entity/Q7866373"
"http://dbpedia.org/resource/USON_Nevers","USON Nevers","USON Nevers",NA,"Union Sportive Olympique Nivernaise Nevers Rugby",NA,"http://www.wikidata.org/entity/Q3550588"
"http://dbpedia.org/resource/USRC_Tigers_RFC","USRC Tigers RFC","; KROLL USRC Tigers RFC; 三軍會猛虎欖球會",NA,"USRC Tigers Rugby Football Club",NA,"http://www.wikidata.org/entity/Q5243825"
"http://dbpedia.org/resource/USV_Potsdam_Rugby","USV Potsdam Rugby","; USV Potsdam Rugby",NA,"Universitätssportverein Potsdam e.V.",NA,"http://www.wikidata.org/entity/Q3547458"
"http://dbpedia.org/resource/US_Carcassonne","US Carcassonne","; US Carcassonne",NA,"Union Sportive Carcassonnaise",NA,"http://www.wikidata.org/entity/Q3550526"
"http://dbpedia.org/resource/US_Dax","US Dax","; Dax",NA,"Union sportive dacquoise",NA,"http://www.wikidata.org/entity/Q1319827"
"http://dbpedia.org/resource/US_Montauban","US Montauban","; US Montauban",NA,"Union Sportive Montalbanaise",NA,"http://www.wikidata.org/entity/Q2002695"
"http://dbpedia.org/resource/US_Tours_Rugby","US Tours Rugby","; US Tours",NA,"US Tours Rugby",NA,"http://www.wikidata.org/entity/Q3550509"
"http://dbpedia.org/resource/Ubuntu_Rugby","Ubuntu Rugby","; Ubuntu Rugby",NA,"Ubuntu Rugby",NA,"http://www.wikidata.org/entity/Q16947296"
"http://dbpedia.org/resource/Uddingston_RFC","Uddingston RFC","; Uddingston RFC",NA,NA,NA,"http://www.wikidata.org/entity/Q17021051"
"http://dbpedia.org/resource/Ufouria:_The_Saga","Ufouria: The Saga",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q1777574"
"http://dbpedia.org/resource/Uganda_national_rugby_union_team","Uganda national rugby union team",NA,NA,NA,"Rugby Cranes","http://www.wikidata.org/entity/Q3589850"
"http://dbpedia.org/resource/Uh-Uh-Uh","Uh-Uh-Uh",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q7877961"
"http://dbpedia.org/resource/Ulster_Rugby","Ulster Rugby","The Ulstermen; Ulster Rugby",NA,NA,"The Ulstermen","http://www.wikidata.org/entity/Q1548720"
"http://dbpedia.org/resource/Ulster_Titans","Ulster Titans","Titans; Ulster Titans Rugby Football Club",NA,NA,"Titans","http://www.wikidata.org/entity/Q7880033"
"http://dbpedia.org/resource/Uni-Norths_Owls","Uni-Norths Owls","; Owls; Uni-Norths",NA,"20","Owls","http://www.wikidata.org/entity/Q7884612"
"http://dbpedia.org/resource/Unidare_RFC","Unidare RFC","; Ravens; Unidare RFC",NA,"Unidare Rugby Football Club","Ravens","http://www.wikidata.org/entity/Q7884831"
"http://dbpedia.org/resource/Union_Bordeaux_Bègles","Union Bordeaux Bègles","; L'UBB; L'Union; Les Girondins (The Girondists); Union Bordeaux Bègles",NA,"Union Bordeaux Bègles","L'UBB; L'Union; Les Girondins","http://www.wikidata.org/entity/Q1865460"
"http://dbpedia.org/resource/Union_Cognac_Saint-Jean-d'Angély","Union Cognac Saint-Jean-d'Angély","; Union Cognac Saint-Jean-d'Angély",NA,"Union Cognac Saint-Jean-d'Angély",NA,"http://www.wikidata.org/entity/Q32790180"
"http://dbpedia.org/resource/Union_Sportive_Bressane","Union Sportive Bressane","; USBPA",NA,"Union Sportive Bressane Pays de l’Ain",NA,"http://www.wikidata.org/entity/Q1333931"
"http://dbpedia.org/resource/Union_Sportive_Tyrosse_Rugby_Côte_Sud","Union Sportive Tyrosse Rugby Côte Sud","; US Tyrosse",NA,"Union Sportive Tyrosse Rugby Côte Sud",NA,"http://www.wikidata.org/entity/Q3550516"
"http://dbpedia.org/resource/Unione_Rugby_Capitolina","Unione Rugby Capitolina","; La Legione Romana (The Roman Legion); Unione Rugby Capitolina",NA,"Unione Rugby Capitolina","La Legione Romana","http://www.wikidata.org/entity/Q474910"
"http://dbpedia.org/resource/Unione_Rugby_Sannio","Unione Rugby Sannio","; Rugby Sannio",NA,"Unione Rugby Sannio",NA,"http://www.wikidata.org/entity/Q5852829"
"http://dbpedia.org/resource/United_Hospitals_RFC","United Hospitals RFC","; UH; United Hospitals RFC",NA,"United Hospitals Rugby Football Club","UH","http://www.wikidata.org/entity/Q7887857"
"http://dbpedia.org/resource/United_Rugby_Club","United Rugby Club","United Rugby",NA,"United Rugby Club",NA,"http://www.wikidata.org/entity/Q7889118"
"http://dbpedia.org/resource/United_Services_Portsmouth_Rugby_Football_Club","United Services Portsmouth Rugby Football Club","USP; United Services Portsmouth RFC member of the RNRU",NA,NA,"USP","http://www.wikidata.org/entity/Q7889135"
"http://dbpedia.org/resource/United_States_at_the_Rugby_World_Cup","United States at the Rugby World Cup",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q7892351"
"http://dbpedia.org/resource/United_States_national_under-19_rugby_union_team","United States national under-19 rugby union team","Boys High School All-Americans",NA,NA,"Boys High School All-Americans","http://www.wikidata.org/entity/Q48835249"
"http://dbpedia.org/resource/United_States_national_under-20_rugby_union_team","United States national under-20 rugby union team","Junior Eagles",NA,NA,"Junior Eagles","http://www.wikidata.org/entity/Q576485"
"http://dbpedia.org/resource/United_States_national_under-23_rugby_union_team","United States national under-23 rugby union team","Men's Collegiate All-Americans",NA,NA,"Men's Collegiate All-Americans","http://www.wikidata.org/entity/Q105883493"
"http://dbpedia.org/resource/Universitario_Rugby_Club_de_Tucumán","Universitario Rugby Club de Tucumán","; Uni; Universitario (Tucumán)",NA,"Universitario Rugby Club","Uni","http://www.wikidata.org/entity/Q7894406"
"http://dbpedia.org/resource/University_College_Cork_R.F.C.","University College Cork R.F.C.","University College Cork RFC",NA,"University College Cork Rugby Football Club",NA,"http://www.wikidata.org/entity/Q3551336"
"http://dbpedia.org/resource/University_College_Dublin_R.F.C.","University College Dublin R.F.C.","Collidge; UCD Rugby Club",NA,"University College Dublin Rugby Football Club","Collidge","http://www.wikidata.org/entity/Q593570"
"http://dbpedia.org/resource/University_of_Birmingham_Medical_School_RFC","University of Birmingham Medical School RFC","""Le Cloob""; University of Birmingham Medical School RFC",NA,NA,"""Le Cloob""","http://www.wikidata.org/entity/Q85847905"
"http://dbpedia.org/resource/University_of_Galway_RFC","University of Galway RFC","UG; University of Galway Rugby Club",NA,"University of Galway Rugby Football Club","UG","http://www.wikidata.org/entity/Q7894623"
"http://dbpedia.org/resource/University_of_Miami_Rugby_Football_Club","University of Miami Rugby Football Club","Hurricanes; University of Miami",NA,"University of Miami Rugby Football Club","Hurricanes","http://www.wikidata.org/entity/Q7895746"
"http://dbpedia.org/resource/University_of_Michigan_Rugby_Football_Club","University of Michigan Rugby Football Club","; University of Michigan; Wolverines",NA,"University of Michigan Rugby Football Club","Wolverines","http://www.wikidata.org/entity/Q55263980"
"http://dbpedia.org/resource/University_of_Northern_Colorado_rugby_football_club","University of Northern Colorado rugby football club","; Bears; Northern Colorado",NA,"University of Northern Colorado Rugby Football Club","Bears","http://www.wikidata.org/entity/Q16980465"
"http://dbpedia.org/resource/University_of_Queensland_Rugby_Club","University of Queensland Rugby Club","; Red Heavies; The Students; Uni; University of Queensland",NA,"University of Queensland Rugby Club","Red Heavies; The Students; Uni","http://www.wikidata.org/entity/Q3551359"
"http://dbpedia.org/resource/University_of_St_Andrews_RFC","University of St Andrews RFC","Saints; University of St Andrews RFC",NA,"University of Saint Andrews Rugby Football Club","Saints","http://www.wikidata.org/entity/Q7896354"
"http://dbpedia.org/resource/University_of_Tasmania_Rugby_Union_Club","University of Tasmania Rugby Union Club","; The Reds; University of Tasmania Rugby Union Club",NA,NA,"The Reds","http://www.wikidata.org/entity/Q7896402"
"http://dbpedia.org/resource/Up_Country_Lions","Up Country Lions","; Up Country Lions",NA,NA,NA,"http://www.wikidata.org/entity/Q18712602"
"http://dbpedia.org/resource/Uppsala_RFC","Uppsala RFC","Uppsala Rugby Football Club",NA,NA,NA,"http://www.wikidata.org/entity/Q10710225"
"http://dbpedia.org/resource/Urayasu_D-Rocks","Urayasu D-Rocks","D-Rocks; Urayasu D-Rocks; 浦安D-Rocks",NA,"Urayasu D-Rocks","D-Rocks","http://www.wikidata.org/entity/Q6137222"
"http://dbpedia.org/resource/Uribealdea_RKE","Uribealdea RKE","; Uribealdea R.K.E",NA,"Uribealdea Rugby Kirol Elkartea",NA,"http://www.wikidata.org/entity/Q21039395"
"http://dbpedia.org/resource/Uruguay_A_national_rugby_union_team","Uruguay A national rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q18417085"
"http://dbpedia.org/resource/Uruguay_national_rugby_union_team","Uruguay national rugby union team",NA,NA,NA,"Los Teros","http://www.wikidata.org/entity/Q276760"
"http://dbpedia.org/resource/Uruguay_national_under-20_rugby_union_team","Uruguay national under-20 rugby union team","Los Teritos",NA,NA,"Los Teritos","http://www.wikidata.org/entity/Q501864"
"http://dbpedia.org/resource/Usk_RFC","Usk RFC","; Usk RFC",NA,"Usk Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7902009"
"http://dbpedia.org/resource/Utah_Warriors","Utah Warriors","; Utah Warriors",NA,NA,NA,"http://www.wikidata.org/entity/Q7902526"
"http://dbpedia.org/resource/Utah_Warriors_(Rugby_Super_League)","Utah Warriors (Rugby Super League)","; Utah Warriors RUFC",NA,"Utah Warriors Rugby Union Football Club",NA,"http://www.wikidata.org/entity/Q48854703"
"http://dbpedia.org/resource/Uttoxeter_Rugby_Club","Uttoxeter Rugby Club","; Uttoxeter",NA,"Uttoxeter Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7903454"
"http://dbpedia.org/resource/Uudeküla_Bulldogs_RFC","Uudeküla Bulldogs RFC","Bulldogs; Uudeküla Bulldogs RFC",NA,NA,"Bulldogs","http://www.wikidata.org/entity/Q16938061"
"http://dbpedia.org/resource/Uzbekistan_national_rugby_union_team","Uzbekistan national rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q1544234"
"http://dbpedia.org/resource/VPC_Andorra_XV","VPC Andorra XV","; L'Onada Blava (Blue Wave); L'equip tricolor (Tricolor Team); VPC; VPC Andorra XV",NA,"Voluntaris de Protecció Civil Andorra Rugby XV","L'Onada Blava; L'equip tricolor; VPC","http://www.wikidata.org/entity/Q7906633"
"http://dbpedia.org/resource/VRK_Tigrarna","VRK Tigrarna","VRK Tigrarna",NA,NA,NA,"http://www.wikidata.org/entity/Q16920325"
"http://dbpedia.org/resource/VVA_Podmoskovye","VVA Podmoskovye","; VVA Podmoskovye",NA,"Rugby club VVA-Podmoskovje, Moscow region",NA,"http://www.wikidata.org/entity/Q1543491"
"http://dbpedia.org/resource/Vaasa_RC","Vaasa RC","; Vaasa Foxes (women's); Vaasa RC; Vaasa Wolves (men's)",NA,"Vaasa Rugby Club","Vaasa Foxes; Vaasa Wolves","http://www.wikidata.org/entity/Q7907839"
"http://dbpedia.org/resource/Vagabonds_RUFC","Vagabonds RUFC","; Vagabonds; Vagas",NA,"Vagabonds Rugby Union Football Club","Vagas","http://www.wikidata.org/entity/Q7908441"
"http://dbpedia.org/resource/Valdosta_State_University_Rugby_Club","Valdosta State University Rugby Club","; VSU Rugby",NA,"Valdosta State University Rugby Club",NA,"http://www.wikidata.org/entity/Q22096330"
"http://dbpedia.org/resource/Vale_of_Lune_RUFC","Vale of Lune RUFC","; Vale Of Lune",NA,"Vale Of Lune Rugby Union Football Club",NA,"http://www.wikidata.org/entity/Q7909552"
"http://dbpedia.org/resource/Valence_Romans_Drôme_Rugby","Valence Romans Drôme Rugby","Les Damiers (The Chequered Ones); VRDR; Valence Romans",NA,"Valence Romans Drôme Rugby","Les Damiers; VRDR","http://www.wikidata.org/entity/Q28843742"
"http://dbpedia.org/resource/Valence_Sportif","Valence Sportif","; Valence Sportif",NA,"Valence Sportif",NA,"http://www.wikidata.org/entity/Q3553542"
"http://dbpedia.org/resource/Valke_(rugby_union)","Valke (rugby union)","Falcons",NA,"Falcons / Valke",NA,"http://www.wikidata.org/entity/Q1170726"
"http://dbpedia.org/resource/Valladolid_RAC","Valladolid RAC","; VRAC Quesos Entrepinares",NA,"Valladolid Rugby Asociación Club",NA,"http://www.wikidata.org/entity/Q592714"
"http://dbpedia.org/resource/Valletta_Lions_RFC","Valletta Lions RFC","; Lions; Valletta Lions RFC",NA,"Valletta Lions Rugby Football Club","Lions","http://www.wikidata.org/entity/Q7911961"
"http://dbpedia.org/resource/Valley_Fort_RFC","Valley Fort RFC","; Valley Fort RFC",NA,"Valley Fort Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7912068"
"http://dbpedia.org/resource/Valley_RFC","Valley RFC","; Societe Generale Valley",NA,NA,NA,"http://www.wikidata.org/entity/Q17029424"
"http://dbpedia.org/resource/Valorugby_Emilia","Valorugby Emilia","Valorugby Emilia",NA,"Valorugby Emilia S.S.D.",NA,"http://www.wikidata.org/entity/Q93928"
"http://dbpedia.org/resource/Vancouver_Island_Crimson_Tide","Vancouver Island Crimson Tide","Crimson Tide",NA,"; Vancouver Island Crimson Tide",NA,"http://www.wikidata.org/entity/Q108803455"
"http://dbpedia.org/resource/Vancouver_Wave","Vancouver Wave","The Wave; Vancouver Wave",NA,"Vancouver Wave Rugby Football Club","The Wave","http://www.wikidata.org/entity/Q7914269"
"http://dbpedia.org/resource/Vanuatu_national_under-20_rugby_union_team","Vanuatu national under-20 rugby union team",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q25058075"
"http://dbpedia.org/resource/Velencei_Kék_Cápák_RK","Velencei Kék Cápák RK","; Kék Cápák (Blue Sharks); Velencei Kék Cápák",NA,"Velencei Kék Cápák Rögbi Klub","Kék Cápák","http://www.wikidata.org/entity/Q1420748"
"http://dbpedia.org/resource/Venezia_Mestre_Rugby_FC","Venezia Mestre Rugby FC","; Venezia Mestre Rugby FC",NA,"Venezia Mestre Rugby FC",NA,"http://www.wikidata.org/entity/Q2274476"
"http://dbpedia.org/resource/Veor_RFC","Veor RFC","; Veor RFC",NA,"Veor Rugby Football Club",NA,"http://www.wikidata.org/entity/Q7920692"
"http://dbpedia.org/resource/VfR_Döhren","VfR Döhren","; VfR Döhren",NA,"Verein für Rasenspiele 1906 e.V",NA,"http://www.wikidata.org/entity/Q24051541"
"http://dbpedia.org/resource/Vienna_Celtic_RFC","Vienna Celtic RFC","; Celtic, Celts; Vienna Celtic Rugby Football Club (VCRFC)",NA,"Vienna Celtic Rugby Football Club","Celtic, Celts","http://www.wikidata.org/entity/Q7928310"
"http://dbpedia.org/resource/Viewtiful_Joe","Viewtiful Joe",NA,NA,NA,NA,"http://www.wikidata.org/entity/Q4011520"
"http://dbpedia.org/resource/Vigo_RC","Vigo RC","; Rugby Universidade de Vigo",NA,"Vigo Rugby Club",NA,"http://www.wikidata.org/entity/Q601366"
"http://dbpedia.org/resource/Villager_Football_Club","Villager Football Club","; The Dirty Whites; Villager Football Club",NA,"Villager Football Club","The Dirty Whites","http://www.wikidata.org/entity/Q7930751"
