"wpName","fusName","rugbyscopeId","teamWP"
"Burry Port RFC","Burry Port RFC; The Blacks; Burry Port Rugby Football Club","1033",NA
"US Martres-de-Veyre","US Martres de Veyre","5181",NA
"Madras College FP","Madras College FP RFC; Madras College FP; Madras College Former Pupils Rugby Football Club","1483",NA
"RC Saint Hilaire Océan","Rugby Club Saint Hilaire Ocean","5413",NA
"RC ajaccien","RC Ajaccien","5110",NA
"San Patricio","Club San Patricio; San Patricio; Sanpa","1122",NA
"Rugby Sud 77","Rugby Sud 77","4965",NA
"Stockport RUFC","Stockport RUFC; Stockport Rugby; Stockport Rugby club; Stockport Rugby Union Football Club","1845",NA
"SA Auterivain","SA Auterivain","5069",NA
"Tauranga Sports Club","Tauranga Sports Club","5742",NA
"CO Gargenville","CO Gargenville","4714",NA
"Manukau Rovers","Manukau Rovers RFC; Manukau Rovers Rugby Football Club","2308",NA
"Karaka RC","Karaka RC","5807",NA
"West Park Leeds RUFC","West Park Leeds RFC","4422",NA
"Bishop’s Stortford","Bishop's Stortford RFC; Bishops Stortford RFC; Bishops Stortford Rugby; Bishop's Stortford; Bishop's Stortford Rugby Football Club; ビショップズ・ストートフォード","982",NA
"RC DIOK","Leidse Rugbyclub DIOK; RC DIOK; RCディオク","363",NA
"Hamilton Old Boys","Hamilton Old Boys RC","6044",NA
"Chester RUFC","Chester RUFC; Chester; Chester Rugby; Chester Rugby Club; Chester Rugby Football Club; Chester Rugby Union; Chester Rugby Union Club; Chester Rugby Union Football; Chester Rugby Union Football Club; RUFC Chester; Rugby Club Chester; Rugby Union Club Chester; Rugby Union Football Chester; Rugby Union Football Club Chester","1082",NA
"Rugby Napoli Afragola","Rugby Napoli Afragola","5511",NA
"Hamilton Old Boys Rugby Club","Hamilton Old Boys RC","6044",NA
"Bidart Union Club","Bidart Union Club","4742",NA
"Rieumes","SC Rieumes","4484",NA
"RC Villeneuve-lès-Maguelone","Racing Club Villeneuve Les Maguelone","5369",NA
"Guildfordians RFC","Guildfordians Rugby Football Club; Guildfordians RFC","3204",NA
"Associates Rugby Club","Associates RC","3649",NA
"Te Kawau RFC","Te Kawau; Te Kawau RFC","1874",NA
"RC Haute Bresse","Rugby Club Haute Bresse; RC Haute Bresse","3138",NA
"Zimbabwe Goshawks","Zimbabwe Goshawks; Zimbabwe Academy","3274",NA
"ES Léon","Étoile sportive léonnaise; ESL; ES Léon","2938",NA
"Bievre Saint Geoirs RC","Bièvre Saint-Geoirs RC","4462",NA
"RC Eaunes","Rugby Club Eaunes; RCE; Rugby Club eaunois XV; RC Eaunes","3082",NA
"Magnoac FC","Magnoac Football Club; MFC; Magnoac FC","3084",NA
"Hamilton Old Boys RC","Hamilton Old Boys RC","6044",NA
"AS Buzy Ogeu","Association Sportive Buzy Ogeu","5308",NA
"Béziers ORC","AS Béziers Hérault; AS Beziers; AS Béziers; ASB; Association Sportive de Béziers Hérault; AS Beziers Herault; Association Sportive de Beziers Herault; ASBH; Association sportive Béziers Hérault; Association sportive biterroise; Beziers Rugby; Béziers Rugby; Béziers; ASベジエ・エロー; ベジエ; ASベジエ","309",NA
"Pesaro Rugby","ASD Pesaro Rugby","5613",NA
"RC Chagny","RC Chagny","4588",NA
"Plouzané AC","Plouzané AC","4498",NA
"Servian-Boujan Rugby","Servian Boujan Rugby","4623",NA
"U.S. Marmande","Union sportive Marmande rugby; USM; Union rugby Marmande Casteljaloux; Union sportive marmandaise; US Marmande","708",NA
"East Kilbride RFC","East Kilbride RFC; East Kilbride Rugby Football Club","1201",NA
"RC Castelpontin","RC Castelpontin","4866",NA
"US Véore XV","US Véore XV; ボーヴァロン","4467",NA
"College Rovers RC","College Rovers","6207",NA
"SCM Gloria Buzău","SCM Gloria Buzău; SCM Gloria Buzău (rugby union); Gloria Buzău; Sport Club Muncipial Gloria Buzău; SCMグロリア・ブザウ; SCMグローリア・ブザウ","2724",NA
"Aberystwyth RFC","Aberystwyth RFC; C.R. Aberystwyth; CR Aberystwyth; Aberystwyth Rugby Football Club","898",NA
"CA Villeneuvois","Racing Club Villeneuvois","5370",NA
"SA Villeneuvois","Racing Club Villeneuvois","5370",NA
"US Capbreton","Union sportive capbretonnaise; USC; US Capbreton","3151",NA
"Arcol Rugby","Arcol Rugby","4847",NA
"RC Saint-Simon","RC Saint-Simon","4531",NA
"Hers Lauragais XV","Hers Lauragais XV","5043",NA
"RC Bagnols Marcoule","RC Bagnols Marcoule","5057",NA
"Silverdale RFC","Silverdale RC","5870",NA
"Oléron RC","Oléron RC","4998",NA
"ARCOL Rugby","Arcol Rugby","4847",NA
"Aviron castrais","Aviron Castrais","4777",NA
"Arka Gdynia","RC Arka Gdynia; Arka Gdynia; Buldogi (Bulldogs); Buldogi","1698",NA
"Circulo Rafaelino de Rugby","Círculo Rafaelino de Rugby","3615",NA
"RC pays de Meaux","RC Pays de Meaux","4507",NA
"Rugby football club kastellin","RFC Kastellin","5210",NA
"Mahurangi RFC","Mahurangi RC","5865",NA
"US Cambo","Union sportive Cambo rugby; USC; US Cambo","3156",NA
"Hammersmith & Fulham RFC","Hammersmith & Fulham RFC","3180",NA
"U.S. Thuir","Union sportive thuirinoise; US Thuir","723",NA
"Basildon RFC","Basildon RFC","4080",NA
"Waitohi RFC","Waitohi Rugby Club","6028",NA
"Esc-Bac-Asp","ESC BAC ASP; Entente des Avens; ESC-BAC; SCAR-ESC-BAC; Entente Baixas Espira de l'Agly Peyrestortes","2878",NA
"Broadstreet Rugby Club","Broadstreet Rugby Club; 'Street; Broadstreet RFC; Broadstreet Rugby Football Club","1011",NA
"Is Alliance Rugby","Is Alliance Rugby","4899",NA
"Coquelicots Montéchois Rugby","Coquelicots Montechois Rugby","4780",NA
"Cwmllynfell RFC","Cwmllynfell RFC; The Blues; Cwmvegas; Cwmllynfell Rugby Football Club","1159",NA
"Dumfries Saints","Dumfries Saints RFC; Dumfries RFC; Dumfries Rugby Club; Dumfries Saints Rugby Football Club","1188",NA
"Alton Rugby Club","Alton Rugby Club","3242",NA
"Upper Hutt Rams RFC","Upper Hutt Rams RFC; アッパーハット","6089",NA
"Entente Bazet Andrest","Entente Bazet Andrest","5352",NA
"SOR Agout XV","Sor Agout XV","4630",NA
"Bude RFC","Bude RFC; Bude Rugby Football Club","2634",NA
"Wellington FC","Wellington FC","6094",NA
"US Bardos","Union Sportive Bardos; US Bardos","3106",NA
"Parisis Rugby Club","Parisis Rugby Club","4716",NA
"Market Harborough Rugby Club","Market Harborough","4001",NA
"AS St-Martin-de-Seignanx","Association sportive saint-martinoise; ASSM; AS Saint-Martin-de-Seignanx","3182",NA
"Amicale rugby de Marans","Amicale Rugby de Marans","4739",NA
"RC Port-de-Bouc","Rugby Club Port de Bouc; RC Port-de-Bouc; RCポートドボーク","5434",NA
"Pōneke Football Club","Poneke FC; ポネケ","6084",NA
"Old Elthamians RFC","Old Elthamians; Old Elthamians Football; Old Elthamians Rugby; Old Elthamians Rugby Club; Old Elthamians Rugby Team; Old Elthamians Rugby Football Club","1606",NA
"RC muretain","Rugby Club Muretain","4793",NA
"RC Carhaix","RC Carhaix","5208",NA
"AOCC Duras","Association olympique de la communauté de communes de Duras; AOCC Duras; AOCC Duras XV","3220",NA
"RC Val de Bièvre","Rugby Club Val de Bièvre; RC Val de Bièvre; RCVB","3213",NA
"Bredon Star RFC","Bredon Star RFC","4330",NA
"CO Pont-du-Casse","CO Pont-du-Casse","4523",NA
"J.S. Illibérienne","JS Illibérienne","4620",NA
"Rugby Tango chalonnais","Rugby Tango Chalonnais","4460",NA
"RC Andrezieux Boutheon","RC Andrézieux-Bouthéon","4457",NA
"CD Universidad Católica","Club Deportivo Universidad Católica; CSウニベルシダ・カトリーナ","1415",NA
"Rugby club cévenol","RC cévenol","4605",NA
