"rugbyscopeId","wikidataId","fullName","type","inceptionDate","terminationDate","altNames","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","allRugbyIds","googleKnowlIds","wikipediaEn","wikipediaFr","wikipediaIt","wikipediaEs","wikipediaJa","dbpediaId","comments"
2408,"Q18417085","Uruguay A national rugby union team","National senior team",NA,NA,"Charrúas XV; Uruguay A; Uruguay XV",NA,"Uruguay",NA,2,NA,NA,NA,NA,"11b6gryhtr","Uruguay_A_national_rugby_union_team",NA,NA,"Uruguay_XV",NA,"http://dbpedia.org/resource/Uruguay_A_national_rugby_union_team",""
2409,"Q18539437","RC Bârlad","Club",NA,NA,"Club de Drept Public Rugby Club Bârlad; CS Rulmentul Bârlad; Css Bârlad; CSS Bârlad; RC  Bârlad; RCバルラード; Rulmentul Bârlad",NA,"Romania",NA,NA,NA,NA,NA,NA,NA,"RC_B%C3%A2rlad",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Bârlad",""
2410,"Q18672217","US Portet-sur-Garonne","Club",NA,NA,"Portet; Portet-sur-Garonne club; US Portet-Sur-Garonne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2411,"Q18680918","Old Town Shamrocks","Club","2011-01-01",NA,NA,NA,"Finland","Finnish Championship League",NA,NA,NA,"Porvoo",NA,"1yw9kr84v",NA,NA,NA,NA,NA,NA,""
2412,"Q18712602","Up Country Lions","Club","2012-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Up_Country_Lions",NA,NA,NA,NA,"http://dbpedia.org/resource/Up_Country_Lions",""
2413,"Q19321850","Rugby Club Krusevac","Club","1992-01-01",NA,"Wolves; Ragbi Klub Krusevac; Рагби клуб Крушевац",NA,"Serbia",NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_Krusevac",NA,"Ragbi_klub_Kru%C5%A1evac",NA,NA,"http://dbpedia.org/resource/Rugby_Club_Krusevac",""
2414,"Q19543883","Back Bay Rugby Club","Club","1985-01-01",NA,"Back Bay Rugby Football Club; Sharks",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Back_Bay_Rugby_Club","Back_Bay_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Back_Bay_Rugby_Club",""
2415,"Q19544546","Montenegro national rugby union team","National senior team",NA,NA,"Monténégro; Montenegro national rugby team; Wolves; Wolves; Vukovi",NA,"Montenegro",NA,1,NA,NA,NA,NA,NA,"Montenegro_national_rugby_union_team","%C3%89quipe_du_Mont%C3%A9n%C3%A9gro_de_rugby_%C3%A0_XV",NA,NA,NA,"http://dbpedia.org/resource/Montenegro_national_rugby_union_team",""
2416,"Q19544743","Hayward Griffins Rugby Football Club","Club",NA,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"11b6gq44yh",NA,"Hayward_Griffins_Rugby_Football_Club",NA,NA,NA,NA,""
2417,"Q19544885","KAC de Kénitra","Club","2011-01-01",NA,NA,NA,"Morocco",NA,NA,NA,NA,NA,NA,"11b6gnv1qg",NA,"KAC_de_K%C3%A9nitra_(rugby_%C3%A0_XV)",NA,NA,NA,NA,""
2418,"Q19576877","Asia Pacific Dragons","Club",NA,NA,"アジア・パシフィック・ドラゴンズ",NA,"Australia",NA,NA,NA,NA,NA,NA,NA,"Asia_Pacific_Dragons",NA,NA,NA,NA,"http://dbpedia.org/resource/Asia_Pacific_Dragons",""
2419,"Q19576953","Canada A national rugby union team","National senior team",NA,NA,"Canada A; Canada Selects; Canada XV; ru a can",NA,"Canada",NA,2,NA,NA,NA,NA,NA,"Canada_A_national_rugby_union_team",NA,NA,"Canad%C3%A1_A",NA,"http://dbpedia.org/resource/Canada_A_national_rugby_union_team",""
2420,"Q19576995","Cook Islands national under-20 rugby union team","National U20 team",NA,NA,"Cook Islands U20; Cookies; Iles Cook -20; Îles Cook -20; U20クック諸島",NA,"New Zealand",NA,1,NA,NA,NA,NA,NA,"Cook_Islands_national_under-20_rugby_union_team",NA,NA,NA,NA,"http://dbpedia.org/resource/Cook_Islands_national_under-20_rugby_union_team",""
2421,"Q19577178","Junior Japan","National senior team","2012-01-01",NA,"Emerging Blossoms; Japan XV; Japon XV; ru a jpn; ジュニア・ジャパン",NA,"Japan",NA,2,NA,NA,NA,NA,NA,"Junior_Japan","%C3%89quipe_du_Japon_XV_de_rugby_%C3%A0_XV",NA,"Junior_Japan","%E3%82%B8%E3%83%A5%E3%83%8B%E3%82%A2%E3%83%BB%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3","http://dbpedia.org/resource/Junior_Japan",""
2422,"Q19577326","Ragbi klub Mornar Bar","Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ragbi_Klub_Mornar_Bar",NA,NA,NA,NA,"http://dbpedia.org/resource/Ragbi_Klub_Mornar_Bar",""
2423,"Q19577410","New Panteg RFC","Club",NA,NA,"New Panteg Rugby Football Club",NA,"Wales","WRU Division Six East",9,NA,NA,NA,NA,NA,"New_Panteg_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/New_Panteg_RFC",""
2424,"Q19577502","Papua New Guinea national under-20 rugby union team","National U20 team",NA,NA,NA,NA,"Papua New Guinea",NA,1,NA,NA,NA,NA,NA,"Papua_New_Guinea_national_under-20_rugby_union_team",NA,NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Pap%C3%BAa_Nueva_Guinea",NA,"http://dbpedia.org/resource/Papua_New_Guinea_national_under-20_rugby_union_team",""
2425,"Q19577746","Samoa A national rugby union team","National senior team",NA,NA,"ru a sam; ru a wsm; Samoa A",NA,"Samoa",NA,2,NA,NA,NA,NA,NA,"Samoa_A_national_rugby_union_team",NA,NA,"Samoa_A",NA,"http://dbpedia.org/resource/Samoa_A_national_rugby_union_team",""
2426,"Q19578106","Tonga A national rugby union team","National senior team",NA,NA,"Ikale Tahi; ru a ton; Tonga A",NA,"Tonga",NA,2,NA,NA,NA,NA,NA,"Tonga_A_national_rugby_union_team",NA,NA,"Tonga_A",NA,"http://dbpedia.org/resource/Tonga_A_national_rugby_union_team",""
2427,"Q19578193","Villagers Worcester","Club","1883-01-01",NA,"Villagers Worcester Rugby Football Club",NA,"South Africa","Gold Cup",7,NA,NA,NA,NA,NA,"Villagers_Worcester",NA,NA,NA,NA,"http://dbpedia.org/resource/Villagers_Worcester",""
2428,"Q19622543","Rugby Lumezzane","Club",NA,NA,"Lumezzane","Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2429,"Q19622752","Cavalieri Union Rugby","Club","2010-01-01",NA,"Cavalieri Union; Cavalieri Union Rugby Prato Sesto; Sesto; Sesto Rugby; Unione Prato Sesto; Unione Rugby Prato Sesto; UR Prato-Sesto; UR Prato Sesto","Italian Rugby Federation","Italy","Serie A",3,"Enrico Chersoni Stadium","2500",NA,NA,"11b6j9v9f9",NA,NA,"Cavalieri_Union_Rugby_Prato_Sesto",NA,NA,NA,""
2430,"Q19622927","Valsugana Rugby Padova","Club","1982-01-01",NA,"Valsugana; Valsugana Padova; Valsugana Rugby; ヴァルスガナ","Italian Rugby Federation","Italy","Serie A",3,NA,NA,"Padua",NA,"11f5l8pdry",NA,NA,"Valsugana_Rugby_Padova",NA,NA,NA,""
2431,"Q19693146","Belarus national rugby union team","National senior team",NA,NA,NA,NA,"Belarus",NA,1,NA,NA,NA,NA,"11b7gn3slm","Belarus_national_rugby_union_team","%C3%89quipe_de_Bi%C3%A9lorussie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Bielorussia","Selecci%C3%B3n_de_rugby_de_Bielorrusia",NA,NA,""
2432,"Q19819361","Nepal national rugby union team","National senior team",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"11b7lr7h7d",NA,"%C3%89quipe_du_N%C3%A9pal_de_rugby_%C3%A0_XV",NA,NA,NA,NA,""
2433,"Q19840257","Sunwolves","Club","2015-01-01",NA,"サンウルブズ",NA,"Japan",NA,NA,"Chichibunomiya Rugby Stadium",NA,"Tokyo",NA,NA,"Sunwolves","Sunwolves","Sunwolves","Sunwolves","%E3%82%B5%E3%83%B3%E3%82%A6%E3%83%AB%E3%83%96%E3%82%BA","http://dbpedia.org/resource/Sunwolves",""
2434,"Q19843023","Rugby Club Lovćen","Club",NA,NA,"Gromovi; Thunder; Lovcen Rugby Club; Gromovi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_Lov%C4%87en",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugby_Club_Lovćen",""
2435,"Q19867145","Olympic Club RFC","Club","1908-01-01",NA,"Olympic Club; Olympic Club Rugby; Olympic Club Rugby Football Club; Winged 'O' ruggers",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Olympic_Club_RFC","Olympic_Club_Rugby",NA,NA,NA,"http://dbpedia.org/resource/Olympic_Club_RFC",""
2436,"Q19870761","Jaguares","Club","2015-01-01",NA,"Jaguares XV; Jaguars; Los Jaguares; The Jaguare; The Jaguares; ハグアレス; ハグアレスXV",NA,"Argentina","Super Rugby",1,"José Amalfitani Stadium",NA,NA,NA,NA,"Jaguares_(Super_Rugby)","Jaguares_(rugby_%C3%A0_XV)","Jaguares","Jaguares_(Super_Rugby)","%E3%83%8F%E3%82%B0%E3%82%A2%E3%83%AC%E3%82%B9_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC)","http://dbpedia.org/resource/Jaguares_(Super_Rugby)",""
2437,"Q19870888","Australia national under-19 rugby union team","National U19 team",NA,NA,"Australia U-19; Australia U19; Australia U19s; Australia Under-19; Australie -19; Australie -19 ans",NA,"Australia",NA,1,NA,NA,NA,NA,NA,"Australia_national_under-19_rugby_union_team",NA,NA,NA,NA,"http://dbpedia.org/resource/Australia_national_under-19_rugby_union_team",""
2438,"Q19871070","Balmain RFC","Club","1873-01-01",NA,"Balmain; Balmain Rugby Club; Glebe-Balmain; Glebe-Balmain RUFC; Muzzled Wolves",NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - First Division",6,NA,NA,NA,NA,NA,"Balmain_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Balmain_RFC",""
2439,"Q19876698","Onkaparinga Rugby Union Football Club","Club",NA,NA,NA,NA,"Australia","Cooper Premier Grade",4,NA,NA,NA,NA,NA,"Onkaparinga_Rugby_Union_Football_Club",NA,NA,NA,NA,NA,""
2440,"Q20009056","Associazione Fascista Calcio Padova Rugby","Club","1932-01-01","1946-01-01","Padova","Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,"11b6_k_1jk",NA,NA,"Associazione_Fascista_Calcio_Padova_Rugby",NA,NA,NA,""
2441,"Q20009154","CUS Perugia Rugby","Club","1969-01-01",NA,"CUS Perugia; Perugia","Italian Rugby Federation","Italy","Serie A; Serie B",4,NA,NA,NA,NA,"11b6jbqpsy","CUS_Perugia_Rugby",NA,"CUS_Perugia_Rugby",NA,NA,"http://dbpedia.org/resource/CUS_Perugia_Rugby",""
2442,"Q20009221","Leoni di San Marco","Club","1927-01-01","1930-01-01",NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,"11b6_dwd4n",NA,NA,"Leoni_di_San_Marco",NA,NA,NA,""
2443,"Q20009336","ASD Rugby Lecco","Club","1975-01-01",NA,"Lecco; Rugby Lecco","Italian Rugby Federation","Italy","Serie A; Serie B",4,NA,NA,NA,NA,"11bc7dgdh_",NA,NA,"ASD_Rugby_Lecco",NA,NA,NA,""
2444,"Q20021922","Club Atlético y Progreso","Club","1967-08-20",NA,"Atletico y Progreso; Club Atletico y Progreso","Argentine Rugby Union","Argentina","Unión de Rugby de Buenos Aires",4,NA,NA,"Brandsen",NA,NA,"Club_Atl%C3%A9tico_y_Progreso",NA,NA,"Club_Atl%C3%A9tico_y_Progreso_(Brandsen)",NA,NA,""
2445,"Q20021926","Club Vicentinos Hockey & Rugby","Club","2012-08-25",NA,NA,NA,"Argentina","Unión de Rugby de Buenos Aires",4,NA,NA,NA,NA,"11b6js56z3",NA,NA,NA,"Club_Vicentinos_Hockey_%26_Rugby",NA,NA,""
2446,"Q20036586","Rugby Klub Bratislava","Club","2015-01-01",NA,"Rugby Klub Bratislava - Skola Rugby",NA,"Slovakia",NA,NA,NA,NA,NA,NA,NA,"Rugby_Klub_Bratislava",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugby_Klub_Bratislava",""
2447,"Q20043417","Osaka Teachers Association RFC","Club",NA,NA,"大阪教員団",NA,"Japan","Top West League Group B",5,NA,NA,NA,NA,"11b7qq2qfh",NA,NA,NA,NA,"%E5%A4%A7%E9%98%AA%E6%95%99%E5%93%A1%E5%9B%A3",NA,""
2448,"Q20043424","Osaka Prefectural Police Rugby Club","Club",NA,NA,"大阪府警察",NA,"Japan","Top West League Group A",4,NA,NA,NA,NA,"11b7nylqpt",NA,NA,NA,NA,"%E5%A4%A7%E9%98%AA%E5%BA%9C%E8%AD%A6%E5%AF%9F%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,""
2449,"Q20043445","Otsuka Brush Rugby Club","Club",NA,NA,NA,NA,"Japan","Top East League Group B",5,NA,NA,NA,NA,"11bc6_7984",NA,NA,NA,NA,"%E5%A4%A7%E5%A1%9A%E5%88%B7%E6%AF%9B%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,""
2450,"Q20043573","OC RFC","Club",NA,NA,NA,NA,"Japan","Kanto Amateur League Division 2B",9,NA,NA,NA,NA,"11bc78s3vt",NA,NA,NA,NA,"OC.RFC",NA,""
2451,"Q20043628","Kagoshima Bank Rugby Club","Club",NA,NA,NA,NA,"Japan","Top Kyushu League",4,NA,NA,NA,NA,"11b7q4jw0m",NA,NA,NA,NA,"%E9%B9%BF%E5%85%90%E5%B3%B6%E9%8A%80%E8%A1%8C%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,""
2452,"Q20044072","Clean Fighters Yamanashi","Club",NA,NA,"TOSENクリーンファイターズ; クリーンファイターズ; クリーンファイターズ山梨; 山梨TOSENクリーンファイターズ",NA,"Japan","Top East League Group A",4,NA,NA,NA,NA,"11b7kg8m25",NA,NA,NA,NA,"%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%82%BF%E3%83%BC%E3%82%BA%E5%B1%B1%E6%A2%A8",NA,""
2453,"Q20044128","Tokyo Metropolitan Police Department Rugby Club","Club",NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA,"11bc786p09",NA,NA,NA,NA,"%E8%AD%A6%E8%A6%96%E5%BA%81%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,""
2454,"Q20044628","Suntory Foods Sun Delphys","Club",NA,NA,"Suntory Foods Sundelphis; サントリーフーズ",NA,"Japan","Top East League Group C",6,NA,NA,NA,NA,"11b7kh0l2b",NA,NA,NA,NA,"%E3%82%B5%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC%E3%83%95%E3%83%BC%E3%82%BA%E3%82%B5%E3%83%B3%E3%83%87%E3%83%AB%E3%83%95%E3%82%A3%E3%82%B9",NA,""
2455,"Q20044825","Shimadzu Corporation Rugby Club","Club",NA,NA,"島津製作所",NA,"Japan","Top West League Group A",4,NA,NA,NA,NA,"11bc6z0d5m",NA,NA,NA,NA,"%E5%B3%B6%E6%B4%A5%E8%A3%BD%E4%BD%9C%E6%89%80%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,""
2456,"Q20102688","XV Almogàvers","Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122fj1nt",NA,NA,NA,NA,NA,NA,""
2457,"Q20106386","Club Esportiu INEF Barcelona","Club","1976-01-01",NA,"CE INEF Barcelona",NA,"Spain",NA,NA,"Institut National d'Educació Física de Catalunya",NA,"Barcelona",NA,"1213v40f",NA,NA,NA,"Club_Esportiu_INEF_Barcelona",NA,NA,""
2458,"Q20550817","CAU Madrid RC","Club","1961-01-01",NA,"CAU Metropolitano RC; CAU Madrid Rugby Club",NA,"Spain",NA,NA,NA,NA,NA,NA,"11bwjcrcc7","CAU_Madrid_RC",NA,NA,"CAU_Madrid_Rugby_Club",NA,"http://dbpedia.org/resource/CAU_Metropolitano_RC",""
2459,"Q20593078","Bro Ffestiniog RFC","Club",NA,NA,NA,NA,"Wales","WRU Division One North",4,NA,NA,"Gwynedd",NA,NA,NA,NA,NA,NA,NA,NA,""
2460,"Q20593095","Clwb Rygbi Tregaron","Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2461,"Q20708609","Fordham University Rugby Football Club","Club","1962-01-01",NA,"Fordham Rams rugby; FURFC; Fordham Rams",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"11b80hfdtg","Fordham_University_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Fordham_University_Rugby_Football_Club",""
2462,"Q20711769","Deal & Betteshanger Rugby Club","Club",NA,NA,"Deal and Betteshanger Lions RFC; Deal and Betteshanger Rugby Football Club",NA,"England","Counties 1 Kent",7,NA,NA,NA,NA,NA,"Deal_%26_Betteshanger_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Deal_&_Betteshanger_Rugby_Club",""
2463,"Q20716879","Portugal national under-20 rugby union team","National U20 team",NA,NA,"Portugal -20; Portugal U20; Portugal Under-20; U20ポルトガル",NA,"Portugal",NA,1,NA,NA,NA,NA,NA,"Portugal_national_under-20_rugby_union_team","%C3%89quipe_du_Portugal_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Portugal","U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%9D%E3%83%AB%E3%83%88%E3%82%AC%E3%83%AB%E4%BB%A3%E8%A1%A8",NA,""
2464,"Q20877062","Glasgow District RU Team","Club","1872-01-01",NA,"Glasgow District; Glasgow District Rugby Union Team Glasgow District Rugby Union; Glasgow District U17; Glasgow District U18",NA,"Scotland",NA,NA,NA,NA,NA,NA,"11bv3gfdgf","Glasgow_District_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Glasgow_District_(rugby_union)",""
2465,"Q20878188","Old Bristolians Rugby Football Club","Club","1915-01-01",NA,"OBs; Old Bristolians RFC",NA,"England","Counties 1 Western North",7,NA,NA,NA,NA,"11bw2m5bs1","Old_Bristolians_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Old_Bristolians_Rugby_Football_Club",""
2466,"Q20902161","Sporting Club Leucate Corbières Méditerranée XV","Club",NA,NA,"RC Leucate; SC Leucate; SC Leucate-Roquefort",NA,"France","Fédérale 2 - Poule 3",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2467,"Q20966973","France national under-16 rugby union team","National U16 team",NA,NA,NA,NA,"France",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2468,"Q20966981","France olympic national rugby union team","National senior team",NA,NA,NA,NA,"France",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2469,"Q20967019","France national under-19 rugby union team","National U19 team",NA,NA,"France -19; France -19 ans; France U19; France U19's; France U19'S; les Bleuets; selecció francesa de rugbi a XV sub-19",NA,"France",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2470,"Q20967743","France national university rugby union team","National university team",NA,NA,"France U; France universitaire; France Universitaire; France universitaires; SC Universitaire; universitaire",NA,"France",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2471,"Q20977897","Barcelona Enginyers Rugby","Club",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,"Barcelona_Enginyers_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Barcelona_Enginyers_Rugby",""
2472,"Q20977903","Belenos Rugby Club","Club","1998-01-01",NA,"Belenos R. C.; Belenos RC",NA,"Spain","División de Honor de Rugby",NA,"Estadio Santa Bárbara",NA,NA,NA,NA,"Belenos_RC",NA,NA,"Belenos_Rugby_Club",NA,"http://dbpedia.org/resource/Belenos_RC",""
2473,"Q20977920","CAR Cáceres","Club","1981-01-01",NA,"Club Amigos del Rugby Cáceres",NA,"Spain",NA,NA,NA,NA,NA,NA,"11bv5w7_z4","CAR_C%C3%A1ceres",NA,NA,NA,NA,"http://dbpedia.org/resource/CAR_Cáceres",""
2474,"Q20978019","Helvetia Rugby","Club",NA,NA,"Alqatara Rugby Club Andalucía",NA,"Spain",NA,NA,NA,NA,NA,NA,"11bwdm0rr8","Helvetia_Rugby",NA,NA,"Helvetia_Rugby",NA,"http://dbpedia.org/resource/Helvetia_Rugby",""
2475,"Q20981974","South African Universities rugby union team","National university team",NA,NA,"South Africa Students; South Africa Universities rugby union team; South African Universities",NA,"South Africa",NA,1,NA,NA,NA,NA,NA,"South_Africa_Universities_rugby_union_team",NA,NA,NA,NA,"http://dbpedia.org/resource/South_Africa_Universities_rugby_union_team",""
2476,"Q21007935","Anglet ORC","Club","1946-01-01",NA,"Anglet; Anglet olympique; Anglet Olympique; Anglet Olympique Rugby; Anglet Orc; AORC; アングレット; アングレットORC; 昂格莱特奥林匹克橄榄球俱乐部",NA,"France","Nationale 2",4,"Stade Saint-Jean",NA,"Anglet",NA,"11b8cfr_d1",NA,"Anglet_olympique_rugby_club",NA,NA,NA,NA,""
2477,"Q21019206","Tokyo Gas Rugby Football Club","Club",NA,NA,"Tokyo Gas; Tokyo Gas RFC; Tokyo Gas Rugby; Tokyo Gas Rugby Club; 東京ガス",NA,"Japan","Top East League Group A",4,NA,NA,NA,NA,"11b7js4mcd",NA,NA,NA,NA,"%E6%9D%B1%E4%BA%AC%E3%82%AC%E3%82%B9%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%83%A8",NA,""
2478,"Q21019421","Hino Red Dolphins","Club","1950-01-01",NA,"Hino Motors; Hino Motors Red Dolphins; Red Dolphins; Rugby Hino Red Dolphins; 日野; 日野RD; 日野レッドドルフィンズ; 日野自動車; 日野自動車レッドドルフィンズ",NA,"Japan","Japan Rugby League One; Japan Rugby League One Division 2",2,NA,NA,"Hino",NA,"11b7khntts","Hino_Red_Dolphins",NA,NA,NA,"%E6%97%A5%E9%87%8E%E3%83%AC%E3%83%83%E3%83%89%E3%83%89%E3%83%AB%E3%83%95%E3%82%A3%E3%83%B3%E3%82%BA","http://dbpedia.org/resource/Hino_Red_Dolphins",""
2479,"Q21019486","Shimizu Koto Blue Sharks","Club","1976-01-01",NA,"Blue Sharks; Koto Blue Sharks; Shimizu Blue Sharks; ブルーシャークス; 江東BS; 清水エスパルスヨシキリザメ; 清水建設; 清水建設ブルーシャークス",NA,"Japan","Japan Rugby League One; Japan Rugby League One Division 2",2,NA,NA,"Kōtō-ku",NA,"11b7k5b50c","Shimizu_Koto_Blue_Sharks",NA,NA,NA,"%E6%B8%85%E6%B0%B4%E5%BB%BA%E8%A8%AD%E6%B1%9F%E6%9D%B1%E3%83%96%E3%83%AB%E3%83%BC%E3%82%B7%E3%83%A3%E3%83%BC%E3%82%AF%E3%82%B9","http://dbpedia.org/resource/Shimizu_Koto_Blue_Sharks",""
2480,"Q21019976","Waseda Club TOP RUSHERS","Club",NA,NA,"ワセダクラブTOP RUSHERS; ワセダクラブM.F.帆柱クラブ",NA,"Japan","Top East League Group C",6,NA,NA,NA,NA,"11bc6y_cs2",NA,NA,NA,NA,"%E3%83%AF%E3%82%BB%E3%83%80%E3%82%AF%E3%83%A9%E3%83%96TOP_RUSHERS",NA,""
2481,"Q21039383","Rugby Club Sitges","Club","1987-01-01",NA,"RC Sitges; Sitges",NA,"Spain",NA,NA,NA,NA,NA,NA,"11bwdy27t3","RC_Sitges",NA,NA,"Rugby_Club_Sitges",NA,"http://dbpedia.org/resource/RC_Sitges",""
2482,"Q21039395","Uribealdea RKE","Club","2008-01-01",NA,"Uribealdea R.K.E; Uribealdea Rugby Kirol Elkartea",NA,"Spain",NA,NA,NA,NA,NA,NA,"11btw_p5w8","Uribealdea_RKE",NA,NA,NA,NA,"http://dbpedia.org/resource/Uribealdea_RKE",""
2483,"Q21055563","Rugby Club Tricastin","Club","1962-01-01",NA,"RC Tricastin; RCT",NA,"France","Fédérale 1 - Poule 2",5,NA,NA,NA,NA,"11bwdwwlw0",NA,"Rugby_club_Tricastin",NA,NA,NA,NA,""
2484,"Q21072615","Belgrade Rugby Club Red Star","Club","1982-12-20",NA,"Estrella Roja de Belgrado de rugby; BRK Crvena Zvezda",NA,"Serbia",NA,NA,NA,NA,"Belgrade",NA,NA,"Belgrade_Rugby_Club_Red_Star",NA,"Beogradski_ragbi_klub_Crvena_zvezda","Estrella_Roja_de_Belgrado_(rugby)",NA,"http://dbpedia.org/resource/Belgrade_Rugby_Club_Red_Star",""
2485,"Q21072670","Rugby Club Balkan Mosquito","Club",NA,NA,"R.K. Žarkovo; Zarkovo; Ragbi Klub Balkanski Komarac; Рагби клуб Балкански комарац",NA,"Serbia",NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_Balkan_Mosquito",NA,"Ragbi_klub_%C5%BDarkovo",NA,NA,"http://dbpedia.org/resource/Rugby_Club_Balkan_Mosquito",""
2486,"Q21072672","Vojvodina Rugby Club","Club","2001-01-01",NA,"RKV; Ragbi Klub Vojvodina; Рагби клуб Војводина",NA,"Serbia",NA,NA,NA,NA,NA,NA,NA,"Vojvodina_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Vojvodina_Rugby_Club",""
2487,"Q21093779","Old Blues RFC","Club",NA,NA,"Old Blues of California",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"11b6gbgc32",NA,"Old_Blues_Rugby_Football_Club",NA,NA,NA,NA,""
2488,"Q21235479","Lomas Athletic Club Rugby","Club","1891-01-01",NA,"Lomas AC; Lomas Athletic Club; Lomas rugby","Argentine Rugby Union","Argentina","Top 12 de la URBA",2,NA,NA,NA,NA,"11b7t34l3k",NA,NA,"Lomas_Athletic_Club_(rugby_a_15)",NA,NA,NA,""
2489,"Q21427935","Saint-Céré Rugby","Club",NA,NA,"Saint-Céré; Saint-Céré rugby; Saint-Céré sports; Saint-Céré Sports; SCR",NA,"France","Régionale 1 - Ligue Occitanie",8,NA,NA,"Saint-Céré",NA,"11bwg7b3m8",NA,"Saint-C%C3%A9r%C3%A9_Rugby",NA,NA,NA,NA,""
2490,"Q21638955","Dolgoprudny Falcons","Club","1996-01-01",NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA,"11bx1gzdgc",NA,NA,NA,NA,NA,NA,""
2491,"Q21644695","Torpedo Moscow Rugby Club","Club","2013-01-01",NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA,"11bx569c4b",NA,NA,NA,NA,NA,NA,""
2492,"Q21843669","White Sharks Rugby Club","Club","2011-01-01",NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA,"11bxb8qtv3",NA,NA,NA,NA,NA,NA,""
2493,"Q21997533","Glasgow Giants ARFC","Club",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11bwcb7rvb","Glasgow_Giants_ARFC",NA,NA,NA,NA,NA,""
2494,"Q21997618","Moray RFC","Club",NA,NA,"Moray; Moray Rugby Football Club",NA,"Scotland","Caledonia Regional League North Division Two",7,NA,NA,NA,NA,"11bwkdyp1z","Moray_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Moray_RFC",""
