name,number,opponent,date_of_debut,caps,url
David Humphreys,916,France,17/02/1996,72,https://en.wikipedia.org//wiki/David_Humphreys_(rugby_union)
Simon Mason,917,Wales,02/03/1996,3,https://en.wikipedia.org//wiki/Simon_Mason_(rugby_union)
Rob Henderson,918,Western Samoa,12/11/1996,32,https://en.wikipedia.org//wiki/Rob_Henderson
James Topping,919,Western Samoa,12/11/1996,8,https://en.wikipedia.org//wiki/James_Topping
Dominic Crotty,920,Australia,23/11/1996,5,https://en.wikipedia.org//wiki/Dominic_Crotty
Stephen McIvor,921,Australia,23/11/1996,3,https://en.wikipedia.org//wiki/Stephen_McIvor
Eric Miller,922,Italy,04/01/1997,48,https://en.wikipedia.org//wiki/Eric_Miller_(rugby_union)
Denis Hickie,923,Wales,01/02/1997,62,https://en.wikipedia.org//wiki/Denis_Hickie
Ross Nesdale,924,Wales,01/02/1997,13,https://en.wikipedia.org//wiki/Ross_Nesdale
Brian O'Meara,925,England,15/02/1997,9,https://en.wikipedia.org//wiki/Brian_O%27Meara_(rugby_union)
Paul Flavin,926,Scotland,01/03/1997,2,https://en.wikipedia.org//wiki/Paul_Flavin
Kevin Nowlan,927,New Zealand,15/11/1997,3,https://en.wikipedia.org//wiki/Kevin_Nowlan_(rugby_union)
John McWeeney,928,New Zealand,15/11/1997,1,https://en.wikipedia.org//wiki/John_McWeeney
Conor McGuinness,929,New Zealand,15/11/1997,14,https://en.wikipedia.org//wiki/Conor_McGuinness
Malcolm O'Kelly,930,New Zealand,15/11/1997,92,https://en.wikipedia.org//wiki/Malcolm_O%27Kelly
Kieron Dawson,931,New Zealand,15/11/1997,21,https://en.wikipedia.org//wiki/Kieron_Dawson
David Erskine,932,New Zealand,15/11/1997,15,https://en.wikipedia.org//wiki/David_Erskine_(rugby_union)
Kevin Maggs,933,New Zealand,15/11/1997,70,https://en.wikipedia.org//wiki/Kevin_Maggs
Reggie Corrigan,934,Canada,30/11/1997,47,https://en.wikipedia.org//wiki/Reggie_Corrigan
Dylan O'Grady,935,Italy,20/12/1997,1,https://en.wikipedia.org//wiki/Dylan_O%27Grady
Andy Ward,936,France,07/03/1998,28,https://en.wikipedia.org//wiki/Andy_Ward_(rugby_union)
Killian Keane,937,England,04/04/1998,1,https://en.wikipedia.org//wiki/Killian_Keane
Justin Bishop,938,South Africa,13/06/1998,25,https://en.wikipedia.org//wiki/Justin_Bishop_(rugby_union)
Justin Fitzpatrick,939,South Africa,13/06/1998,26,https://en.wikipedia.org//wiki/Justin_Fitzpatrick
Dion O'Cuinneagain,940,South Africa,13/06/1998,19,https://en.wikipedia.org//wiki/Dion_O%27Cuinneagain
Trevor Brennan,941,South Africa,13/06/1998,13,https://en.wikipedia.org//wiki/Trevor_Brennan
Pat Duignan,942,Georgia,14/11/1998,2,https://en.wikipedia.org//wiki/Pat_Duignan
Girvan Dempsey,943,Georgia,14/11/1998,82,https://en.wikipedia.org//wiki/Girvan_Dempsey
Ciaran Scally,944,Georgia,14/11/1998,4,https://en.wikipedia.org//wiki/Ciaran_Scally
Brian O'Driscoll,945,Australia,12/06/1999,133,https://en.wikipedia.org//wiki/Brian_O%27Driscoll
Matt Mostyn,946,Australia,12/06/1999,6,https://en.wikipedia.org//wiki/Matt_Mostyn
Tom Tierney,947,Australia,12/06/1999,8,https://en.wikipedia.org//wiki/Tom_Tierney_(rugby_union)
Mike Mullins,948,Argentina,28/08/1999,16,https://en.wikipedia.org//wiki/Mike_Mullins_(rugby_union)
Angus McKeen,949,Romania,15/10/1999,1,https://en.wikipedia.org//wiki/Angus_McKeen
Gordon D'Arcy,950,Romania,15/10/1999,82,https://en.wikipedia.org//wiki/Gordon_D%27Arcy
Alan Quinlan,951,Romania,15/10/1999,27,https://en.wikipedia.org//wiki/Alan_Quinlan
Bob Casey,952,England,05/02/2000,7,https://en.wikipedia.org//wiki/Bob_Casey_(rugby_union)
Shane Horgan,953,Scotland,19/02/2000,65,https://en.wikipedia.org//wiki/Shane_Horgan
Ronan O'Gara,954,Scotland,19/02/2000,128,https://en.wikipedia.org//wiki/Ronan_O%27Gara
Peter Stringer,955,Scotland,19/02/2000,98,https://en.wikipedia.org//wiki/Peter_Stringer
Simon Easterby,956,Scotland,19/02/2000,65,https://en.wikipedia.org//wiki/Simon_Easterby
John Hayes,957,Scotland,19/02/2000,105,https://en.wikipedia.org//wiki/John_Hayes_(rugby_union)
Peter McKenna,958,Argentina,03/06/2000,1,https://en.wikipedia.org//wiki/Peter_McKenna_(rugby_union)
Geordan Murphy,959,USA,10/06/2000,72,https://en.wikipedia.org//wiki/Geordan_Murphy
Guy Easterby,960,USA,10/06/2000,28,https://en.wikipedia.org//wiki/Guy_Easterby
Frankie Sheahan,961,USA,10/06/2000,29,https://en.wikipedia.org//wiki/Frankie_Sheahan
David Wallace,962,USA,10/06/2000,72,https://en.wikipedia.org//wiki/David_Wallace_(rugby_union)
Marcus Horan,963,USA,10/06/2000,67,https://en.wikipedia.org//wiki/Marcus_Horan
Tyrone Howe,964,Japan,11/11/2000,14,https://en.wikipedia.org//wiki/Tyrone_Howe
Gary Longwell,965,Japan,11/11/2000,26,https://en.wikipedia.org//wiki/Gary_Longwell
Emmet Byrne,966,Italy,03/02/2001,8,https://en.wikipedia.org//wiki/Emmet_Byrne_(rugby_union)
Shane Byrne,967,Romania,02/06/2001,41,https://en.wikipedia.org//wiki/Shane_Byrne_(rugby_union)
Mick O'Driscoll,968,Romania,02/06/2001,23,https://en.wikipedia.org//wiki/Mick_O%27Driscoll
Jeremy Staunton,969,Samoa,11/11/2001,5,https://en.wikipedia.org//wiki/Jeremy_Staunton
Paul O'Connell,970,Wales,03/02/2002,108,https://en.wikipedia.org//wiki/Paul_O%27Connell
Keith Gleeson,971,Wales,03/02/2002,27,https://en.wikipedia.org//wiki/Keith_Gleeson
John Kelly,972,Italy,23/03/2002,17,"https://en.wikipedia.org//wiki/John_Kelly_(rugby_union,_born_1974)"
Leo Cullen,973,New Zealand,22/06/2002,32,https://en.wikipedia.org//wiki/Leo_Cullen_(rugby_union)
Donncha O'Callaghan,974,Wales,22/03/2003,94,https://en.wikipedia.org//wiki/Donncha_O%27Callaghan
Simon Best,975,Tonga,14/06/2003,23,https://en.wikipedia.org//wiki/Simon_Best
Mark McHugh,976,Tonga,14/06/2003,1,https://en.wikipedia.org//wiki/Mark_McHugh_(rugby_union)
Anthony Horgan,977,Samoa,20/06/2003,7,https://en.wikipedia.org//wiki/Anthony_Horgan
Aidan McCullen,978,Samoa,20/06/2003,1,https://en.wikipedia.org//wiki/Aidan_McCullen
Paul Shields,979,Samoa,20/06/2003,2,https://en.wikipedia.org//wiki/Paul_Shields_(rugby_union)
Gavin Duffy,980,South Africa,19/06/2004,10,https://en.wikipedia.org//wiki/Gavin_Duffy_(sportsman)
Johnny O'Connor,981,South Africa,13/11/2004,12,https://en.wikipedia.org//wiki/Johnny_O%27Connor
Denis Leamy,982,USA,20/11/2004,57,https://en.wikipedia.org//wiki/Denis_Leamy
Tommy Bowe,983,USA,20/11/2004,69,https://en.wikipedia.org//wiki/Tommy_Bowe
Matt McCullough,984,Japan,12/06/2005,4,https://en.wikipedia.org//wiki/Matt_McCullough
Roger Wilson,985,Japan,12/06/2005,1,https://en.wikipedia.org//wiki/Roger_Wilson_(rugby_union)
Bernard Jackman,986,Japan,12/06/2005,9,https://en.wikipedia.org//wiki/Bernard_Jackman
David Quinlan,987,Japan,12/06/2005,2,"https://en.wikipedia.org//wiki/David_Quinlan_(rugby_union,_born_4_January_1978)"
Trevor Hogan,988,Japan,12/06/2005,14,https://en.wikipedia.org//wiki/Trevor_Hogan
Kieran Campbell,989,Japan,12/06/2005,3,https://en.wikipedia.org//wiki/Kieran_Campbell
Kieran Lewis,990,Japan,19/06/2005,3,https://en.wikipedia.org//wiki/Kieran_Lewis
Rory Best,991,New Zealand,12/11/2005,123,https://en.wikipedia.org//wiki/Rory_Best
Neil Best,992,New Zealand,12/11/2005,18,https://en.wikipedia.org//wiki/Neil_Best
Andrew Trimble,993,Australia,19/11/2005,70,https://en.wikipedia.org//wiki/Andrew_Trimble
Jerry Flannery,994,Romania,26/11/2005,41,https://en.wikipedia.org//wiki/Jerry_Flannery
Eoin Reddan,995,France,11/02/2006,71,https://en.wikipedia.org//wiki/Eoin_Reddan
Bryan Young,996,New Zealand,17/06/2006,8,https://en.wikipedia.org//wiki/Bryan_Young_(rugby_union)
Isaac Boss,997,New Zealand,17/06/2006,22,https://en.wikipedia.org//wiki/Isaac_Boss
Paddy Wallace,998,South Africa,11/11/2006,30,https://en.wikipedia.org//wiki/Paddy_Wallace
Luke Fitzgerald,999,Pacific Islands,26/11/2006,34,https://en.wikipedia.org//wiki/Luke_Fitzgerald
Jamie Heaslip,1000,Pacific Islands,26/11/2006,95,https://en.wikipedia.org//wiki/Jamie_Heaslip
Stephen Ferris,1001,Pacific Islands,26/11/2006,35,https://en.wikipedia.org//wiki/Stephen_Ferris
Brian Carney,1002,Argentina,26/05/2007,4,https://en.wikipedia.org//wiki/Brian_Carney_(rugby)
Tony Buckley,1003,Argentina,26/05/2007,25,https://en.wikipedia.org//wiki/Tony_Buckley
Tomás O'Leary,1004,Argentina,26/05/2007,24,https://en.wikipedia.org//wiki/Tom%C3%A1s_O%27Leary
Rob Kearney,1005,Argentina,02/06/2007,95,https://en.wikipedia.org//wiki/Rob_Kearney
Barry Murphy,1006,Argentina,02/06/2007,4,https://en.wikipedia.org//wiki/Barry_Murphy_(rugby_union)
Shane Jennings,1007,Argentina,02/06/2007,13,https://en.wikipedia.org//wiki/Shane_Jennings
Keith Earls,1008,Canada,08/11/2008,101,https://en.wikipedia.org//wiki/Keith_Earls
Donnacha Ryan,1009,Argentina,22/11/2008,47,https://en.wikipedia.org//wiki/Donnacha_Ryan
Tom Court,1010,Italy,15/02/2009,32,https://en.wikipedia.org//wiki/Tom_Court
Ryan Caldwell,1011,Canada,23/05/2009,2,https://en.wikipedia.org//wiki/Ryan_Caldwell
Darren Cave,1012,Canada,23/05/2009,11,https://en.wikipedia.org//wiki/Darren_Cave
Ian Dowling,1013,Canada,23/05/2009,2,https://en.wikipedia.org//wiki/Ian_Dowling
Ian Keatley,1014,Canada,23/05/2009,7,https://en.wikipedia.org//wiki/Ian_Keatley
John Muldoon,1015,Canada,23/05/2009,3,"https://en.wikipedia.org//wiki/John_Muldoon_(rugby_union,_born_1982)"
Niall Ronan,1016,Canada,23/05/2009,4,https://en.wikipedia.org//wiki/Niall_Ronan
Mike Ross,1017,Canada,23/05/2009,61,https://en.wikipedia.org//wiki/Mike_Ross_(rugby_union)
Ian Whitten,1018,Canada,23/05/2009,2,https://en.wikipedia.org//wiki/Ian_Whitten
Denis Hurley,1019,USA,31/05/2009,1,https://en.wikipedia.org//wiki/Denis_Hurley_(rugby_union)
Cian Healy,1020,Australia,15/11/2009,129,https://en.wikipedia.org//wiki/Cian_Healy
Johnny Sexton,1021,Fiji,21/11/2009,118,https://en.wikipedia.org//wiki/Johnny_Sexton
Seán O'Brien,1022,Fiji,21/11/2009,56,"https://en.wikipedia.org//wiki/Se%C3%A1n_O%27Brien_(rugby_union,_born_1987)"
Seán Cronin,1023,Fiji,21/11/2009,72,https://en.wikipedia.org//wiki/Se%C3%A1n_Cronin_(rugby_union)
Kevin McLaughlin,1024,Italy,06/02/2010,8,https://en.wikipedia.org//wiki/Kevin_McLaughlin
Dan Tuohy,1025,New Zealand,12/06/2010,11,https://en.wikipedia.org//wiki/Dan_Tuohy
John Fogarty,1026,New Zealand,12/06/2010,1,"https://en.wikipedia.org//wiki/John_Fogarty_(rugby_union,_born_1977)"
Chris Henry,1027,Australia,26/06/2010,24,https://en.wikipedia.org//wiki/Chris_Henry_(rugby_union)
Rhys Ruddock,1028,Australia,26/06/2010,27,https://en.wikipedia.org//wiki/Rhys_Ruddock
Damien Varley,1029,Australia,26/06/2010,3,https://en.wikipedia.org//wiki/Damien_Varley
Devin Toner,1030,Samoa,13/11/2010,70,https://en.wikipedia.org//wiki/Devin_Toner
Fergus McFadden,1031,Italy,05/02/2011,34,https://en.wikipedia.org//wiki/Fergus_McFadden
Mike McCarthy,1032,Scotland,06/08/2011,19,https://en.wikipedia.org//wiki/Mike_McCarthy_(rugby_union)
Felix Jones,1033,Scotland,06/08/2011,13,https://en.wikipedia.org//wiki/Felix_Jones_(rugby_union)
Conor Murray,1034,France,14/08/2011,116,https://en.wikipedia.org//wiki/Conor_Murray
Peter O'Mahony,1035,Italy,25/02/2012,105,https://en.wikipedia.org//wiki/Peter_O%27Mahony
Simon Zebo,1036,New Zealand,09/06/2012,35,https://en.wikipedia.org//wiki/Simon_Zebo
Declan Fitzpatrick,1037,New Zealand,09/06/2012,7,https://en.wikipedia.org//wiki/Declan_Fitzpatrick
Ronan Loughney,1038,New Zealand,09/06/2012,1,https://en.wikipedia.org//wiki/Ronan_Loughney
Richardt Strauss,1039,South Africa,10/11/2012,17,https://en.wikipedia.org//wiki/Richardt_Strauss
Michael Bent,1040,South Africa,10/11/2012,4,https://en.wikipedia.org//wiki/Michael_Bent
Iain Henderson,1041,South Africa,10/11/2012,81,https://en.wikipedia.org//wiki/Iain_Henderson
Dave Kilcoyne,1042,South Africa,10/11/2012,56,https://en.wikipedia.org//wiki/Dave_Kilcoyne
Craig Gilroy,1043,Argentina,24/11/2012,10,https://en.wikipedia.org//wiki/Craig_Gilroy
Luke Marshall,1044,Scotland,24/02/2013,11,https://en.wikipedia.org//wiki/Luke_Marshall
Paddy Jackson,1045,Scotland,24/02/2013,25,https://en.wikipedia.org//wiki/Paddy_Jackson
Ian Madigan,1046,France,09/03/2013,30,https://en.wikipedia.org//wiki/Ian_Madigan
Stephen Archer,1047,Italy,16/03/2013,2,https://en.wikipedia.org//wiki/Stephen_Archer
Paul Marshall,1048,Italy,16/03/2013,3,https://en.wikipedia.org//wiki/Paul_Marshall_(rugby_union)
Robbie Henshaw,1049,USA,08/06/2013,72,https://en.wikipedia.org//wiki/Robbie_Henshaw
Stuart Olding,1050,USA,08/06/2013,4,https://en.wikipedia.org//wiki/Stuart_Olding
Tommy O'Donnell,1051,USA,08/06/2013,13,https://en.wikipedia.org//wiki/Tommy_O%27Donnell
Jamie Hagan,1052,USA,08/06/2013,1,https://en.wikipedia.org//wiki/Jamie_Hagan
Mike Sherry,1053,USA,08/06/2013,1,https://en.wikipedia.org//wiki/Mike_Sherry
James Downey,1054,Canada,15/06/2013,1,https://en.wikipedia.org//wiki/James_Downey_(rugby_union)
Jack McGrath,1055,Samoa,09/11/2013,56,https://en.wikipedia.org//wiki/Jack_McGrath_(rugby_union)
Dave Kearney,1056,Samoa,09/11/2013,19,https://en.wikipedia.org//wiki/Dave_Kearney
Martin Moore,1057,Scotland,02/02/2014,10,https://en.wikipedia.org//wiki/Marty_Moore_(rugby_union)
Jordi Murphy,1058,England,22/02/2014,30,https://en.wikipedia.org//wiki/Jordi_Murphy
Robbie Diack,1059,Argentina,07/06/2014,2,https://en.wikipedia.org//wiki/Robbie_Diack
Kieran Marmion,1060,Argentina,07/06/2014,28,https://en.wikipedia.org//wiki/Kieran_Marmion
Rodney Ah You,1061,Argentina,07/06/2014,3,https://en.wikipedia.org//wiki/Rodney_Ah_You
James Cronin,1062,Argentina,13/06/2014,3,https://en.wikipedia.org//wiki/James_Cronin_(rugby_union)
Noel Reid,1063,Argentina,13/06/2014,1,https://en.wikipedia.org//wiki/Noel_Reid
Rob Herring,1064,Argentina,13/06/2014,39,https://en.wikipedia.org//wiki/Rob_Herring_(rugby_union)
Jared Payne,1065,South Africa,08/11/2014,20,https://en.wikipedia.org//wiki/Jared_Payne
Dave Foley,1066,Georgia,16/11/2014,2,https://en.wikipedia.org//wiki/Dave_Foley_(rugby_union)
Dominic Ryan,1067,Georgia,16/11/2014,1,https://en.wikipedia.org//wiki/Dominic_Ryan
Robin Copeland,1068,Georgia,16/11/2014,1,https://en.wikipedia.org//wiki/Robin_Copeland
Jack Conan,1069,Scotland,15/08/2015,46,https://en.wikipedia.org//wiki/Jack_Conan
Nathan White,1070,Scotland,15/08/2015,13,https://en.wikipedia.org//wiki/Nathan_White_(rugby_union)
Tadhg Furlong,1071,Wales,29/08/2015,76,https://en.wikipedia.org//wiki/Tadhg_Furlong
CJ Stander,1072,Wales,07/02/2016,50,https://en.wikipedia.org//wiki/CJ_Stander
Stuart McCloskey,1073,England,27/02/2016,17,https://en.wikipedia.org//wiki/Stuart_McCloskey
Josh van der Flier,1074,England,27/02/2016,62,https://en.wikipedia.org//wiki/Josh_van_der_Flier
Ultan Dillane,1075,England,27/02/2016,19,https://en.wikipedia.org//wiki/Ultan_Dillane
Finlay Bealham,1076,Italy,12/03/2016,40,https://en.wikipedia.org//wiki/Finlay_Bealham
Quinn Roux,1077,South Africa,18/06/2016,16,https://en.wikipedia.org//wiki/Quinn_Roux
Sean Reidy,1078,South Africa,18/06/2016,2,https://en.wikipedia.org//wiki/Sean_Reidy
Tiernan O'Halloran,1079,South Africa,18/06/2016,6,https://en.wikipedia.org//wiki/Tiernan_O%27Halloran
Matt Healy,1080,South Africa,25/06/2016,1,https://en.wikipedia.org//wiki/Matt_Healy_(rugby_union)
Joey Carbery,1081,New Zealand,05/11/2016,37,https://en.wikipedia.org//wiki/Joey_Carbery
Garry Ringrose,1082,Canada,12/11/2016,58,https://en.wikipedia.org//wiki/Garry_Ringrose
Billy Holland,1083,Canada,12/11/2016,1,https://en.wikipedia.org//wiki/Billy_Holland
Jack O'Donoghue,1084,Canada,12/11/2016,2,https://en.wikipedia.org//wiki/Jack_O%27Donoghue
John Ryan,1085,Canada,12/11/2016,24,"https://en.wikipedia.org//wiki/John_Ryan_(rugby_union,_born_1988)"
James Tracy,1086,Canada,12/11/2016,6,https://en.wikipedia.org//wiki/James_Tracy_(rugby_union)
Niyi Adeolokun,1087,Canada,12/11/2016,1,https://en.wikipedia.org//wiki/Niyi_Adeolokun
Luke McGrath,1088,Canada,12/11/2016,19,https://en.wikipedia.org//wiki/Luke_McGrath
Dan Leavy,1089,Canada,12/11/2016,11,https://en.wikipedia.org//wiki/Dan_Leavy
Niall Scannell,1090,Italy,11/02/2017,20,https://en.wikipedia.org//wiki/Niall_Scannell
Andrew Conway,1091,England,18/03/2017,30,https://en.wikipedia.org//wiki/Andrew_Conway
Jacob Stockdale,1092,USA,10/06/2017,37,https://en.wikipedia.org//wiki/Jacob_Stockdale
Rory Scannell,1093,USA,10/06/2017,3,https://en.wikipedia.org//wiki/Rory_Scannell
Dave Heffernan,1094,USA,10/06/2017,7,https://en.wikipedia.org//wiki/Dave_Heffernan
Andrew Porter,1095,USA,10/06/2017,64,https://en.wikipedia.org//wiki/Andrew_Porter_(rugby_union)
James Ryan,1096,USA,10/06/2017,62,"https://en.wikipedia.org//wiki/James_Ryan_(rugby_union,_born_1996)"
Kieran Treadwell,1097,Japan,17/06/2017,11,https://en.wikipedia.org//wiki/Kieran_Treadwell
Rory O'Loughlin,1098,Japan,17/06/2017,1,https://en.wikipedia.org//wiki/Rory_O%27Loughlin
John Cooney,1099,Japan,24/06/2017,11,https://en.wikipedia.org//wiki/John_Cooney_(rugby_union)
Bundee Aki,1100,South Africa,11/11/2017,56,https://en.wikipedia.org//wiki/Bundee_Aki
Darren Sweetnam,1101,South Africa,11/11/2017,3,https://en.wikipedia.org//wiki/Darren_Sweetnam
Chris Farrell,1102,Fiji,18/11/2017,15,https://en.wikipedia.org//wiki/Chris_Farrell
Adam Byrne,1103,Argentina,25/11/2017,1,https://en.wikipedia.org//wiki/Adam_Byrne
Jordan Larmour,1104,Italy,10/02/2018,32,https://en.wikipedia.org//wiki/Jordan_Larmour
Tadhg Beirne,1105,Australia,16/06/2018,50,https://en.wikipedia.org//wiki/Tadhg_Beirne
Ross Byrne,1106,Italy,03/11/2018,22,https://en.wikipedia.org//wiki/Ross_Byrne
Will Addison,1107,Italy,03/11/2018,5,https://en.wikipedia.org//wiki/Will_Addison
Sammy Arnold,1108,USA,24/11/2018,1,https://en.wikipedia.org//wiki/Sammy_Arnold
Jack Carty,1109,Italy,24/02/2019,11,https://en.wikipedia.org//wiki/Jack_Carty_(rugby_union)
Jean Kleyn,1110,Italy,10/08/2019,5,https://en.wikipedia.org//wiki/Jean_Kleyn
Mike Haley,1111,Italy,10/08/2019,1,https://en.wikipedia.org//wiki/Mike_Haley_(rugby_union)
Caelan Doris,1112,Scotland,01/02/2020,41,https://en.wikipedia.org//wiki/Caelan_Doris
Rónan Kelleher,1113,Scotland,01/02/2020,31,https://en.wikipedia.org//wiki/R%C3%B3nan_Kelleher
Max Deegan,1114,Wales,08/02/2020,2,https://en.wikipedia.org//wiki/Max_Deegan
Hugo Keenan,1115,Italy,24/10/2020,39,https://en.wikipedia.org//wiki/Hugo_Keenan
Will Connors,1116,Italy,24/10/2020,9,https://en.wikipedia.org//wiki/Will_Connors
Ed Byrne,1117,Italy,24/10/2020,6,https://en.wikipedia.org//wiki/Ed_Byrne_(rugby_union)
Jamison Gibson-Park,1118,Italy,24/10/2020,35,https://en.wikipedia.org//wiki/Jamison_Gibson-Park
James Lowe,1119,Wales,13/11/2020,31,https://en.wikipedia.org//wiki/James_Lowe_(rugby_union)
Billy Burns,1120,Wales,13/11/2020,7,https://en.wikipedia.org//wiki/Billy_Burns_(rugby_union)
Shane Daly,1121,Georgia,29/11/2020,2,https://en.wikipedia.org//wiki/Shane_Daly
Eric O'Sullivan,1122,Scotland,05/12/2020,1,https://en.wikipedia.org//wiki/Eric_O%27Sullivan
Ryan Baird,1123,Italy,27/02/2021,20,https://en.wikipedia.org//wiki/Ryan_Baird
Craig Casey,1124,Italy,27/02/2021,14,https://en.wikipedia.org//wiki/Craig_Casey
Gavin Coombes,1125,Japan,03/07/2021,2,https://en.wikipedia.org//wiki/Gavin_Coombes
Robert Baloucoune,1126,USA,10/07/2021,4,https://en.wikipedia.org//wiki/Robert_Baloucoune
James Hume,1127,USA,10/07/2021,3,https://en.wikipedia.org//wiki/James_Hume_(rugby_union)
Tom O'Toole,1128,USA,10/07/2021,13,https://en.wikipedia.org//wiki/Tom_O%27Toole_(rugby_union)
Nick Timoney,1129,USA,10/07/2021,3,https://en.wikipedia.org//wiki/Nick_Timoney
Paul Boyle,1130,USA,10/07/2021,1,https://en.wikipedia.org//wiki/Paul_Boyle_(rugby_union)
Harry Byrne,1131,USA,10/07/2021,4,https://en.wikipedia.org//wiki/Harry_Byrne
Fineen Wycherley,1132,USA,10/07/2021,1,https://en.wikipedia.org//wiki/Fineen_Wycherley
Caolin Blade,1133,USA,10/07/2021,2,https://en.wikipedia.org//wiki/Caolin_Blade
Dan Sheehan,1134,Japan,06/11/2021,26,https://en.wikipedia.org//wiki/Dan_Sheehan_(rugby_union)
Mack Hansen,1135,Wales,05/02/2022,21,https://en.wikipedia.org//wiki/Mack_Hansen
Michael Lowry,1136,Italy,27/02/2022,1,https://en.wikipedia.org//wiki/Michael_Lowry_(rugby_union)
Jimmy O'Brien,1137,South Africa,05/11/2022,8,https://en.wikipedia.org//wiki/Jimmy_O%27Brien_(rugby_union)
Jeremy Loughman,1138,Fiji,12/11/2022,5,https://en.wikipedia.org//wiki/Jeremy_Loughman
Jack Crowley,1139,Fiji,12/11/2022,14,https://en.wikipedia.org//wiki/Jack_Crowley
Cian Prendergast,1140,Fiji,12/11/2022,3,https://en.wikipedia.org//wiki/Cian_Prendergast
Joe McCarthy,1141,Australia,19/11/2022,10,https://en.wikipedia.org//wiki/Joe_McCarthy_(rugby_union)
Jack Belton,1142,France,26/01/1946,NA,https://en.wikipedia.org//w/index.php?title=Jack_Belton_(rugby_union)&action=edit&redlink=1
Hugh Dolan,1143,France,26/01/1946,NA,https://en.wikipedia.org//w/index.php?title=Hugh_Dolan_(rugby_union)&action=edit&redlink=1
Harry Greer,1144,France,26/01/1946,NA,https://en.wikipedia.org//w/index.php?title=Harry_Greer_(rugby_union)&action=edit&redlink=1
Jack Guiney,1145,France,26/01/1946,NA,https://en.wikipedia.org//w/index.php?title=Jack_Guiney_(rugby_union)&action=edit&redlink=1
Des Thorpe,1146,France,26/01/1946,NA,https://en.wikipedia.org//w/index.php?title=Des_Thorpe&action=edit&redlink=1
Paul Traynor,1147,Argentina,24/08/1952,NA,https://en.wikipedia.org//w/index.php?title=Paul_Traynor_(rugby_union)&action=edit&redlink=1
John Birch,1148,Argentina,13/09/1970,NA,https://en.wikipedia.org//wiki/John_Birch_(rugby_union)
Frank O'Driscoll,1149,Argentina,13/09/1970,2,https://en.wikipedia.org//wiki/Frank_O%27Driscoll
Leo Galvin,1150,Argentina,10/11/1973,1,https://en.wikipedia.org//wiki/Leo_Galvin
Emmet O'Rafferty,1151,Fiji,08/06/1976,1,https://en.wikipedia.org//wiki/Emmet_O%27Rafferty
Rab Brady,1152,Japan,26/05/1985,NA,https://en.wikipedia.org//wiki/Rab_Brady
Paul Clinch,1153,Canada,02/09/1989,NA,https://en.wikipedia.org//wiki/Paul_Clinch
Ciarán Frawley,1154,Italy,05/08/2023,4,https://en.wikipedia.org//wiki/Ciar%C3%A1n_Frawley
Tom Stewart,1155,Italy,05/08/2023,2,https://en.wikipedia.org//wiki/Tom_Stewart_(rugby_union)
Calvin Nash,1156,Italy,05/08/2023,6,https://en.wikipedia.org//wiki/Calvin_Nash
Oli Jager,1157,Wales,24/02/2024,1,https://en.wikipedia.org//wiki/Oli_Jager
