,wiki_name,wpPage,stintType,timePeriod,teamName,matchesPlayed,pointsScored
252,Dan Luger,https://en.wikipedia.org/wiki/Dan_Luger,senior_club,2005-2006,rc toulon,0,0
253,Dan Luger,https://en.wikipedia.org/wiki/Dan_Luger,senior_club,2006,rk nada,0,0
254,Dan Luger,https://en.wikipedia.org/wiki/Dan_Luger,senior_club,2006-2010,nice côte d'azur,0,0
255,Dan Luger,https://en.wikipedia.org/wiki/Dan_Luger,international,1998-2003,england,0,120
256,Dan Luger,https://en.wikipedia.org/wiki/Dan_Luger,international,2001,british & irish lions,0,0
257,Ruaridh Jackson,https://en.wikipedia.org/wiki/Ruaridh_Jackson,amateur,2017-18,currie,0,0
258,Ruaridh Jackson,https://en.wikipedia.org/wiki/Ruaridh_Jackson,amateur,2018-,glasgow hawks,0,0
259,Ruaridh Jackson,https://en.wikipedia.org/wiki/Ruaridh_Jackson,senior_club,2006-2014,glasgow warriors,0,443
260,Ruaridh Jackson,https://en.wikipedia.org/wiki/Ruaridh_Jackson,senior_club,2014-2016,wasps,0,78
261,Ruaridh Jackson,https://en.wikipedia.org/wiki/Ruaridh_Jackson,senior_club,2016-2017,harlequins,0,77
262,Ruaridh Jackson,https://en.wikipedia.org/wiki/Ruaridh_Jackson,senior_club,2017-20,glasgow warriors,0,47
263,Ruaridh Jackson,https://en.wikipedia.org/wiki/Ruaridh_Jackson,international,2010-2019,scotland,0,37
264,Mike Rafter,https://en.wikipedia.org/wiki/Mike_Rafter,amateur,1972-1984,bristol,0,0
265,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,amateur,1989-1993,natal university,0,0
266,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,amateur,1994-1995,old boys (durban),0,0
267,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,amateur,1996-1997,tsv victoria linden,0,0
268,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,amateur,1999,rg heidelberg,0,0
269,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,senior_club,1997-1998,londonscottish,0,0
270,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,senior_club,1992-1994,natal,0,0
271,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,senior_club,1995-1996,psw,0,0
272,Mark Schulze,https://en.wikipedia.org/wiki/Mark_Schulze,international,1996-2000,germany,0,0
273,Mark Kuhlmann,https://en.wikipedia.org/wiki/Mark_Kuhlmann,amateur,- 2008,drc hannover,0,0
274,Mark Kuhlmann,https://en.wikipedia.org/wiki/Mark_Kuhlmann,amateur,2008 -,sc neuenheim,0,0
275,Chris Black,https://en.wikipedia.org/wiki/Chris_Black_(rugby_union),amateur,-,watsonians,0,0
276,Chris Black,https://en.wikipedia.org/wiki/Chris_Black_(rugby_union),amateur,-,boroughmuir,0,0
277,Chris Black,https://en.wikipedia.org/wiki/Chris_Black_(rugby_union),amateur,-,morgan academy rfc,0,0
278,Chris Black,https://en.wikipedia.org/wiki/Chris_Black_(rugby_union),senior_club,2000-03,glasgow warriors,0,0
279,Rowland Griffiths,https://en.wikipedia.org/wiki/Rowland_Griffiths,amateur,1902-1908,newport rfc,0,0
280,Rowland Griffiths,https://en.wikipedia.org/wiki/Rowland_Griffiths,amateur,0->1912,racing club de franc,0,0
281,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones_(rugby_union),amateur,-,old belvedere,0,0
282,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones_(rugby_union),amateur,-,shannon,0,0
283,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones_(rugby_union),senior_club,2008-2009,leinster,0,0
284,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones_(rugby_union),senior_club,2009-2015,munster,0,50
285,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones_(rugby_union),international,2007,ireland u20,0,15
286,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones_(rugby_union),international,2009-2015,ireland wolfhounds,0,10
287,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones_(rugby_union),international,2011-2015,ireland,0,15
288,Terry Davies,https://en.wikipedia.org/wiki/Terry_Davies,amateur,1951-1956,swansea rfc,0,0
289,Terry Davies,https://en.wikipedia.org/wiki/Terry_Davies,amateur,1956,llanelli rfc,0,0
290,Lewis Marshall,https://en.wikipedia.org/wiki/Lewis_Marshall,amateur,"2010-12, 17-",feilding old boys-oroua,0,0
291,Lewis Marshall,https://en.wikipedia.org/wiki/Lewis_Marshall,amateur,2013,freyberg,0,0
292,Lewis Marshall,https://en.wikipedia.org/wiki/Lewis_Marshall,amateur,2014,petone (wellington),0,0
293,Lewis Marshall,https://en.wikipedia.org/wiki/Lewis_Marshall,amateur,2015-16,mac sports,0,0
294,Lewis Marshall,https://en.wikipedia.org/wiki/Lewis_Marshall,senior_club,17;2015-16,manawatu,0,58
295,Lewis Marshall,https://en.wikipedia.org/wiki/Lewis_Marshall,senior_club,-,hawke's bay,0,5
296,Alex Kendellen,https://en.wikipedia.org/wiki/Alex_Kendellen,amateur,2020-,ucc,0,0
297,Alex Kendellen,https://en.wikipedia.org/wiki/Alex_Kendellen,senior_club,2021-,munster,0,35
298,Alex Kendellen,https://en.wikipedia.org/wiki/Alex_Kendellen,international,2018-2019,ireland schools,0,0
299,Alex Kendellen,https://en.wikipedia.org/wiki/Alex_Kendellen,international,2021,ireland 7s,0,0
300,Alex Kendellen,https://en.wikipedia.org/wiki/Alex_Kendellen,international,2021,ireland u20,0,30
301,Alex Kendellen,https://en.wikipedia.org/wiki/Alex_Kendellen,international,2022-,ireland a,0,0
302,Tom Clapp,https://en.wikipedia.org/wiki/Tom_Clapp,amateur,1883-1888,newport rfc,0,0
303,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,amateur,2013,up tuks,0,52
304,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,senior_club,2013-2017,blue bulls,0,94
305,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,senior_club,2014-2019,bulls,0,629
306,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,senior_club,2015-2016,red hurricanes osaka,0,29
307,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,senior_club,2019-2022,montpellier,0,175
308,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,senior_club,2022-,leicester tigers,0,394
309,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,international,2012,south africa schools,0,37
310,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,international,2012-2014,south africa u20,0,141
311,Handré Pollard,https://en.wikipedia.org/wiki/Handr%C3%A9_Pollard,international,2014-,south africa,0,772
312,Conor O'Loughlin,https://en.wikipedia.org/wiki/Conor_O%27Loughlin,amateur,-,ucg,0,0
313,Conor O'Loughlin,https://en.wikipedia.org/wiki/Conor_O%27Loughlin,senior_club,-2011,connacht,0,105
314,Conor O'Loughlin,https://en.wikipedia.org/wiki/Conor_O%27Loughlin,international,2007,ireland a,0,0
315,John Young,https://en.wikipedia.org/wiki/John_Young_(rugby_union),amateur,1958-1965,harlequins,0,0
316,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,amateur,2010,uct ikey tigers,0,0
317,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,senior_club,2013,western province,0,0
318,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,senior_club,2013,stormers,0,0
319,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,senior_club,2014-2016,force,0,0
320,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,senior_club,2014-2015,perth spirit,0,5
321,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,senior_club,2017,southern kings,0,0
322,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,senior_club,2017,eastern province kings,0,5
323,Chris Heiberg,https://en.wikipedia.org/wiki/Chris_Heiberg,senior_club,2018-present,force,0,0
324,Charles Plumpton Wilson,https://en.wikipedia.org/wiki/Charles_Plumpton_Wilson,amateur,1877-1880,cambridge university,0,0
325,Charles Plumpton Wilson,https://en.wikipedia.org/wiki/Charles_Plumpton_Wilson,amateur,1880-1881,england,0,0
326,Charles Plumpton Wilson,https://en.wikipedia.org/wiki/Charles_Plumpton_Wilson,senior_club,1883,corinthian,0,0
327,Charles Plumpton Wilson,https://en.wikipedia.org/wiki/Charles_Plumpton_Wilson,international,1884,england,0,0
328,Ryohei Miki,https://en.wikipedia.org/wiki/Ryohei_Miki,amateur,1996-1999,ryukoku university rfc,0,0
329,Ryohei Miki,https://en.wikipedia.org/wiki/Ryohei_Miki,senior_club,2008-2011,sanyo wild knights,0,0
330,Ryohei Miki,https://en.wikipedia.org/wiki/Ryohei_Miki,senior_club,2005-2008,honda,0,0
331,Ryohei Miki,https://en.wikipedia.org/wiki/Ryohei_Miki,senior_club,2004-2005,world co.,0,0
332,Ryohei Miki,https://en.wikipedia.org/wiki/Ryohei_Miki,senior_club,2000-2003,toyota motors,0,0
333,Ryohei Miki,https://en.wikipedia.org/wiki/Ryohei_Miki,international,1999-2004,japan,0,40
334,Syd Malcolm,https://en.wikipedia.org/wiki/Syd_Malcolm,amateur,-,cook's hill surf club,0,0
335,Syd Malcolm,https://en.wikipedia.org/wiki/Syd_Malcolm,amateur,-,newcastle ymca,0,0
336,Syd Malcolm,https://en.wikipedia.org/wiki/Syd_Malcolm,senior_club,-,glebe-balmain rufc,0,0
337,Syd Malcolm,https://en.wikipedia.org/wiki/Syd_Malcolm,senior_club,-,manly rufc,0,0
338,Syd Malcolm,https://en.wikipedia.org/wiki/Syd_Malcolm,senior_club,1927-1934,new south wales,0,0
339,Syd Malcolm,https://en.wikipedia.org/wiki/Syd_Malcolm,international,1927-1934,australia,0,6
340,Cédric Beal,https://en.wikipedia.org/wiki/C%C3%A9dric_Beal,amateur,1992-2002,châtorange,0,0
341,Cédric Beal,https://en.wikipedia.org/wiki/C%C3%A9dric_Beal,amateur,2002-2005,toulon,0,0
342,Cédric Beal,https://en.wikipedia.org/wiki/C%C3%A9dric_Beal,senior_club,2005-2010,toulon,0,5
343,Cédric Beal,https://en.wikipedia.org/wiki/C%C3%A9dric_Beal,senior_club,2010-2013,dax,0,40
344,Cédric Beal,https://en.wikipedia.org/wiki/C%C3%A9dric_Beal,senior_club,2013-2014,grenoble,0,15
345,Cédric Beal,https://en.wikipedia.org/wiki/C%C3%A9dric_Beal,senior_club,2014-2016,mont-de-marsan,0,25
346,Cédric Beal,https://en.wikipedia.org/wiki/C%C3%A9dric_Beal,senior_club,2016-2019,provence,0,15
347,Richard Osborne,https://en.wikipedia.org/wiki/Richard_Osborne_(rugby_union),amateur,-,manchester,0,0
348,Louis Penverne,https://en.wikipedia.org/wiki/Louis_Penverne,amateur,2011-2020,rugby ovalie lorient,0,0
349,Louis Penverne,https://en.wikipedia.org/wiki/Louis_Penverne,amateur,2020-2021,vannes,0,0
350,Louis Penverne,https://en.wikipedia.org/wiki/Louis_Penverne,senior_club,2022-,la rochelle,0,10
351,Louis Penverne,https://en.wikipedia.org/wiki/Louis_Penverne,international,2023,france u20,0,5
352,George Konia,https://en.wikipedia.org/wiki/George_Konia,amateur,1989-1990,palmerston north high school old boys,0,0
353,George Konia,https://en.wikipedia.org/wiki/George_Konia,amateur,1991-1992,kia toa rfc,0,0
354,George Konia,https://en.wikipedia.org/wiki/George_Konia,amateur,1993-1996,taradale,0,0
355,George Konia,https://en.wikipedia.org/wiki/George_Konia,amateur,1997,star,0,0
356,George Konia,https://en.wikipedia.org/wiki/George_Konia,senior_club,1998-2002,isetan,0,0
357,George Konia,https://en.wikipedia.org/wiki/George_Konia,senior_club,2003-2005,nec,0,0
358,George Konia,https://en.wikipedia.org/wiki/George_Konia,senior_club,1989-1992,manawatu,0,98
359,George Konia,https://en.wikipedia.org/wiki/George_Konia,senior_club,1993-1996,hawke's bay,0,115
360,George Konia,https://en.wikipedia.org/wiki/George_Konia,senior_club,1997,southland,0,0
361,George Konia,https://en.wikipedia.org/wiki/George_Konia,senior_club,1996,hurricanes,0,5
362,George Konia,https://en.wikipedia.org/wiki/George_Konia,international,1989-1990,new zealand colts,0,52
363,George Konia,https://en.wikipedia.org/wiki/George_Konia,international,1990-1996,new zealand divisional xv,0,41
364,George Konia,https://en.wikipedia.org/wiki/George_Konia,international,1991-1995,new zealand maori,0,19
365,George Konia,https://en.wikipedia.org/wiki/George_Konia,international,2003,japan,0,1
366,Jehoida Hodges,https://en.wikipedia.org/wiki/Jehoida_Hodges,amateur,1897/1909,newport rfc,0,90
367,Frank Mellish,https://en.wikipedia.org/wiki/Frank_Mellish,amateur,1914-19,cape town highlanders,0,0
368,Frank Mellish,https://en.wikipedia.org/wiki/Frank_Mellish,amateur,-,villagers,0,0
369,Frank Mellish,https://en.wikipedia.org/wiki/Frank_Mellish,senior_club,1919-20,blackheath f.c.,0,0
370,Frank Mellish,https://en.wikipedia.org/wiki/Frank_Mellish,senior_club,-,barbarian f.c.,0,0
371,Frank Mellish,https://en.wikipedia.org/wiki/Frank_Mellish,international,1920-21,england,0,0
372,Frank Mellish,https://en.wikipedia.org/wiki/Frank_Mellish,international,1921-24,south africa,0,0
373,Peter Dooley,https://en.wikipedia.org/wiki/Peter_Dooley,amateur,-2012,birr,0,0
374,Peter Dooley,https://en.wikipedia.org/wiki/Peter_Dooley,amateur,2013-,lansdowne,0,0
375,Peter Dooley,https://en.wikipedia.org/wiki/Peter_Dooley,senior_club,2014-2022,leinster,0,25
376,Peter Dooley,https://en.wikipedia.org/wiki/Peter_Dooley,senior_club,2022-,connacht,0,0
377,Peter Dooley,https://en.wikipedia.org/wiki/Peter_Dooley,international,2013-2014,ireland u20,0,0
378,Matt Cornish,https://en.wikipedia.org/wiki/Matt_Cornish,amateur,2016,london irish wild geese,0,0
379,Matt Cornish,https://en.wikipedia.org/wiki/Matt_Cornish,senior_club,2016-2020,ealing trailfinders,0,75
380,Matt Cornish,https://en.wikipedia.org/wiki/Matt_Cornish,senior_club,2020-2023,london irish,0,10
381,Matt Cornish,https://en.wikipedia.org/wiki/Matt_Cornish,international,2016,england counties,0,0
382,Cathal Forde,https://en.wikipedia.org/wiki/Cathal_Forde,amateur,1996-,galway corinthians rfc,0,0
383,Cathal Forde,https://en.wikipedia.org/wiki/Cathal_Forde,senior_club,2022-,connacht,0,52
384,Cathal Forde,https://en.wikipedia.org/wiki/Cathal_Forde,international,2021,ireland u20,0,5
385,Michael Hooper,https://en.wikipedia.org/wiki/Michael_Hooper_(rugby_union),amateur,2013,manly,0,20
386,Michael Hooper,https://en.wikipedia.org/wiki/Michael_Hooper_(rugby_union),senior_club,2010-2012,brumbies,0,25
387,Michael Hooper,https://en.wikipedia.org/wiki/Michael_Hooper_(rugby_union),senior_club,2013-2023,waratahs,0,130
388,Michael Hooper,https://en.wikipedia.org/wiki/Michael_Hooper_(rugby_union),senior_club,2021-2025,toyota verblitz,0,10
389,Michael Hooper,https://en.wikipedia.org/wiki/Michael_Hooper_(rugby_union),international,2011,australia u20,0,10
390,Michael Hooper,https://en.wikipedia.org/wiki/Michael_Hooper_(rugby_union),international,2012-2023,australia,0,110
391,Dewi Bebb,https://en.wikipedia.org/wiki/Dewi_Bebb,amateur,-,colwyn bay rfc,0,0
392,Dewi Bebb,https://en.wikipedia.org/wiki/Dewi_Bebb,amateur,-,united services portsmouth rfc,0,0
393,Dewi Bebb,https://en.wikipedia.org/wiki/Dewi_Bebb,amateur,-,royal navy rugby union,0,0
394,Dewi Bebb,https://en.wikipedia.org/wiki/Dewi_Bebb,amateur,-,swansea rfc,0,0
395,Dewi Bebb,https://en.wikipedia.org/wiki/Dewi_Bebb,amateur,-,barbarian f.c.,0,0
396,Conrad O’Sullivan,https://en.wikipedia.org/wiki/Conrad_O%27Sullivan,amateur,-,cork constitution,0,0
397,Conrad O’Sullivan,https://en.wikipedia.org/wiki/Conrad_O%27Sullivan,senior_club,2003-2004,munster,0,9
398,Conrad O’Sullivan,https://en.wikipedia.org/wiki/Conrad_O%27Sullivan,international,-,ireland u21,0,0
399,Trevor Allan,https://en.wikipedia.org/wiki/Trevor_Allan_(rugby),amateur,1945-50,gordon rfc,0,0
400,Trevor Allan,https://en.wikipedia.org/wiki/Trevor_Allan_(rugby),senior_club,1946-50,new south wales,0,0
401,Trevor Allan,https://en.wikipedia.org/wiki/Trevor_Allan_(rugby),international,1946-49,australia,0,0
402,Andile Jho,https://en.wikipedia.org/wiki/Andile_Jho,amateur,2014-2017,nmmu madibaz,0,0
403,Andile Jho,https://en.wikipedia.org/wiki/Andile_Jho,senior_club,2013-2018,eastern province elephants,0,10
404,Andile Jho,https://en.wikipedia.org/wiki/Andile_Jho,international,2009,s.a. schools,0,5
405,Andile Jho,https://en.wikipedia.org/wiki/Andile_Jho,international,2009,s.a. schools high performance,0,0
406,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,amateur,2009-2014,up tuks,0,46
407,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2010-2014,blue bulls,0,60
408,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2014-2017,free state cheetahs,0,46
409,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2015-2018,cheetahs,0,60
410,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2015,free state xv,0,0
411,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2018-2019,scarlets,0,5
412,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2019,→leicester tigers,0,5
413,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2019-2022,free state cheetahs,0,35
414,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2019-2022,cheetahs,0,20
415,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2022-,stormers,0,0
416,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,senior_club,2023-,western province,0,0
417,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,international,2009,south africa students,0,10
418,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,international,2009,south africa under-20,0,0
419,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,international,2012,south africa sevens,0,0
420,Clayton Blommetjies,https://en.wikipedia.org/wiki/Clayton_Blommetjies,international,2016,barbarians,0,0
421,Ioan Cunningham,https://en.wikipedia.org/wiki/Ioan_Cunningham,amateur,2003-2007,llanelli rfc,0,0
422,Ioan Cunningham,https://en.wikipedia.org/wiki/Ioan_Cunningham,amateur,2007-2008,bridgend ravens,0,0
423,Ioan Cunningham,https://en.wikipedia.org/wiki/Ioan_Cunningham,amateur,2008-2009,llandovery rfc,0,0
424,Ioan Cunningham,https://en.wikipedia.org/wiki/Ioan_Cunningham,amateur,2009-2010,carmarthen quins rfc,0,0
425,Ioan Cunningham,https://en.wikipedia.org/wiki/Ioan_Cunningham,senior_club,2010-,bridgend ravens,0,0
426,Jason Forster,https://en.wikipedia.org/wiki/Jason_Forster,amateur,-,swansea rfc,0,0
427,Jason Forster,https://en.wikipedia.org/wiki/Jason_Forster,amateur,-,newport rfc,0,0
428,Jason Forster,https://en.wikipedia.org/wiki/Jason_Forster,amateur,-,bridgend rfc,0,0
429,Jason Forster,https://en.wikipedia.org/wiki/Jason_Forster,amateur,-,neath rfc,0,0
430,Jason Forster,https://en.wikipedia.org/wiki/Jason_Forster,amateur,-,barbarian f.c.,0,0
431,Jason Forster,https://en.wikipedia.org/wiki/Jason_Forster,senior_club,2003-06,newport gd,0,120
432,Jason Forster,https://en.wikipedia.org/wiki/Jason_Forster,international,2004,wales,0,5
433,Matías Díaz,https://en.wikipedia.org/wiki/Mat%C3%ADas_D%C3%ADaz,amateur,2013-,teqüe rugby club,0,0
434,Matías Díaz,https://en.wikipedia.org/wiki/Mat%C3%ADas_D%C3%ADaz,senior_club,2015,pampas xv,0,0
435,Matías Díaz,https://en.wikipedia.org/wiki/Mat%C3%ADas_D%C3%ADaz,senior_club,2014,highlanders,0,0
436,Matías Díaz,https://en.wikipedia.org/wiki/Mat%C3%ADas_D%C3%ADaz,international,2011-12,argentina u19,0,0
437,Matías Díaz,https://en.wikipedia.org/wiki/Mat%C3%ADas_D%C3%ADaz,international,2012-13,argentina u20,0,0
438,Matías Díaz,https://en.wikipedia.org/wiki/Mat%C3%ADas_D%C3%ADaz,international,2013-,argentina,0,0
439,Gagi Bazadze,https://en.wikipedia.org/wiki/Gagi_Bazadze,amateur,2011,old blue,0,0
440,Gagi Bazadze,https://en.wikipedia.org/wiki/Gagi_Bazadze,senior_club,2012-2014,montpellier,0,0
441,Gagi Bazadze,https://en.wikipedia.org/wiki/Gagi_Bazadze,senior_club,2014-2015,rc massy,0,0
442,Gagi Bazadze,https://en.wikipedia.org/wiki/Gagi_Bazadze,senior_club,2015-2016,la rochelle,0,5
443,Gagi Bazadze,https://en.wikipedia.org/wiki/Gagi_Bazadze,senior_club,2016-2017,montpellier,0,5
