name,url
Feau'natiDominic Fe'aunati,https://en.wikipedia.org/wiki/Dominic_Fe%27aunati
TagicakibauSailosi Tagicakibau,https://en.wikipedia.org/wiki/Sailosi_Tagicakibau
PetiaPama Petia,https://en.wikipedia.org/wiki/Pama_Petia
PoulosPeter Poulos,https://en.wikipedia.org/wiki/Peter_Poulos_(rugby_union)
LemaluSimon Lemalu,https://en.wikipedia.org/wiki/Simon_Lemalu
RopatiRomi Ropati,https://en.wikipedia.org/wiki/Romi_Ropati
LemiDavid Lemi,https://en.wikipedia.org/wiki/David_Lemi
UliaUlia Ulia,https://en.wikipedia.org/wiki/Ulia_Ulia
WarrenRoger Warren,https://en.wikipedia.org/w/index.php?title=Roger_Warren_(rugby_union)&action=edit&redlink=1
GeorgeNathan George,https://en.wikipedia.org/w/index.php?title=Nathan_George_(rugby_union)&action=edit&redlink=1
SenioJohn Senio,https://en.wikipedia.org/wiki/John_Senio
TafunaiLoleni Tafunai,https://en.wikipedia.org/w/index.php?title=Loleni_Tafunai&action=edit&redlink=1
